"test" "ass." "obs" "exp" "p.obs>exp"
"87" "temp" "20_node.525" "2" "0.61±0.65" "1"
"88" "temp" "30_node.525" "0" "1.39±0.65" "1"
"89" "temp" "20_node.533" "1" "0.43±0.5" "1"
"90" "temp" "30_node.533" "0" "0.57±0.5" "1"
"91" "temp" "20_node.540" "2" "0.96±0.68" "1"
"92" "temp" "30_node.540" "0" "1.04±0.68" "1"
"93" "temp" "20_node.548" "5" "6.59±1.51" "1"
"94" "temp" "30_node.548" "8" "6.41±1.51" "1"
"95" "temp" "20_node.566" "0" "0.5±0.6" "1"
"96" "temp" "30_node.566" "2" "1.5±0.6" "1"
"97" "temp" "20_node.568" "1" "1.2±0.67" "1"
"98" "temp" "30_node.568" "1" "0.8±0.67" "1"
"99" "temp" "20_node.569" "1" "0.68±0.66" "1"
"100" "temp" "30_node.569" "1" "1.32±0.66" "1"
"101" "temp" "20_node.576" "0" "0.25±0.43" "1"
"102" "temp" "30_node.576" "1" "0.75±0.43" "1"
"103" "temp" "20_node.580" "0" "0.25±0.43" "1"
"104" "temp" "30_node.580" "1" "0.75±0.43" "1"
