"test" "ass." "obs" "exp" "p.obs>exp"
"87" "temp" "20_node.566" "0" "0.5±0.6" "1"
"88" "temp" "30_node.566" "2" "1.5±0.6" "1"
"89" "temp" "20_node.568" "1" "1.2±0.67" "1"
"90" "temp" "30_node.568" "1" "0.8±0.67" "1"
"91" "temp" "20_node.569" "1" "0.68±0.66" "1"
"92" "temp" "30_node.569" "1" "1.32±0.66" "1"
"93" "temp" "20_node.576" "0" "0.25±0.43" "1"
"94" "temp" "30_node.576" "1" "0.75±0.43" "1"
"95" "temp" "20_node.580" "0" "0.25±0.43" "1"
"96" "temp" "30_node.580" "1" "0.75±0.43" "1"
