"ASV" "Kingdom" "Phyllum" "Class" "Order" "Family" "Genus"
"1173" 1181 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1244" 1182 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"633" 1183 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1260" 1184 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1024" 1185 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"539" 1186 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"11871" 1187 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" "Mesorhizobium"
"11881" 1188 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"1203" 1189 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1309" 1190 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"338" 1191 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"292" 1192 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"124" 1193 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"272" 1194 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1308" 1195 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"997" 1196 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1271" 1197 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"42" 1198 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"519" 1199 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1204" 1200 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1327" 1201 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"82" 1202 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"893" 1203 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1103" 1204 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA
"1210" 1205 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"211" 1206 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"911" 1207 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1170" 1208 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1067" 1209 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"12101" 1210 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"884" 1211 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1263" 1212 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"48" 1213 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1215" 1214 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"207" 1215 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1069" 1216 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"126" 1217 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1121" 1218 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"422" 1219 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"388" 1220 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"760" 1221 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1239" 1222 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1320" 1223 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"671" 1224 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"1045" 1225 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1026" 1226 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"312" 1227 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"954" 1228 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"12291" 1229 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"707" 1230 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"610" 1231 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"880" 1232 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1093" 1233 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"40" 1234 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"882" 1235 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"12361" 1236 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"1261" 1237 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"628" 1238 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1142" 1239 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"998" 1240 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"755" 1241 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1274" 1242 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"268" 1243 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"723" 1244 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"74" 1245 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1149" 1246 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"311" 1247 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"164" 1248 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"768" 1249 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"399" 1250 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"301" 1251 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"376" 1252 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"868" 1253 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"542" 1254 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"265" 1255 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"267" 1256 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"100" 1257 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"356" 1258 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"22" 1259 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1178" 1260 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1025" 1261 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1248" 1262 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"630" 1263 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"266" 1264 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1117" 1265 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"611" 1266 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"837" 1267 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"121" 1268 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1283" 1269 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"704" 1270 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"823" 1271 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1200" 1272 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"12731" 1273 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Anaplasmataceae" "Wolbachia"
"1061" 1274 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1006" 1275 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1019" 1276 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1063" 1277 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"759" 1278 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"953" 1279 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1255" 1280 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"468" 1281 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"365" 1282 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"31" 1283 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"95" 1284 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"489" 1285 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"794" 1286 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1304" 1287 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"555" 1288 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"425" 1289 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1057" 1290 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"654" 1291 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"84" 1292 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"659" 1293 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"12941" 1294 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"1207" 1295 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"423" 1296 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"733" 1297 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"662" 1298 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"1161" 1299 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1038" 1300 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"13011" 1301 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" NA NA
"13021" 1302 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"13031" 1303 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"13041" 1304 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"952" 1305 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"512" 1306 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1033" 1307 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"286" 1308 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1256" 1309 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"276" 1310 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"994" 1311 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1135" 1312 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"13131" 1313 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"747" 1314 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"570" 1315 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"979" 1316 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"332" 1317 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1249" 1318 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1100" 1319 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA
"1232" 1320 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1132" 1321 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"1191" 1322 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"73" 1323 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1267" 1324 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1047" 1325 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1058" 1326 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"491" 1327 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1259" 1328 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"203" 1329 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"123" 1330 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"453" 1331 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"596" 1332 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1021" 1333 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1217" 1334 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1056" 1335 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"658" 1336 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"13371" 1337 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"191" 1338 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"786" 1339 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"918" 1340 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1097" 1341 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA
"13421" 1342 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Anaplasmataceae" NA
"1032" 1343 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"724" 1344 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1287" 1345 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1065" 1346 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1347" 1347 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"602" 1348 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"761" 1349 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"573" 1350 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1351" 1351 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" NA
"1352" 1352 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"1040" 1353 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"874" 1354 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1355" 1355 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"816" 1356 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"285" 1357 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1279" 1358 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"281" 1359 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"488" 1360 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"711" 1361 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Microvirga"
"802" 1362 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"675" 1363 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"1050" 1364 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1043" 1365 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1366" 1366 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Anaplasmataceae" NA
"1278" 1367 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1270" 1368 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1369" 1369 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Anaplasmataceae" "Wolbachia"
"993" 1370 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1371" 1371 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"1129" 1372 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"1126" 1373 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"1374" 1374 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"566" 1375 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"65" 1376 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1377" 1377 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"1378" 1378 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1119" 1379 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"807" 1380 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"726" 1381 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"744" 1382 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1023" 1383 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1384" 1384 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"1385" 1385 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"1386" 1386 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"860" 1387 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"903" 1388 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1036" 1389 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"407" 1390 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"808" 1391 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"187" 1392 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"131" 1393 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"585" 1394 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"928" 1395 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"614" 1396 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"781" 1397 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1131" 1398 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"158" 1399 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"214" 1400 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
