PHYLO-order	NAME(rpoB-database-taxonomy)	ASV	Phyllo-Curated-Taxonomy	Class	Order	Family	Genus
1010	Rhizobiales-Bradyrhizobiaceae-Tardiphaga-ASV-855	855	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1011	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1117	1117	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1012	Rhizobiales-Bradyrhizobiaceae-Tardiphaga-ASV-537	537	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1013	Rhizobiales-Bradyrhizobiaceae-Tardiphaga-ASV-198	198	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1014	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-953	953	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1015	Rhizobiales-Bradyrhizobiaceae-ASV-858	858	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1016	Rhizobiales-Bradyrhizobiaceae-ASV-844	844	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1017	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-730	730	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1018	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-768	768	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1019	Rhizobiales-Bradyrhizobiaceae-ASV-1276	1276	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1020	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-766	766	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1021	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1333	1333	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1022	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-1045	1045	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1023	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1383	1383	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1024	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1185	1185	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1025	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_valentinum-ASV-1261	1261	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1026	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1226	1226	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1027	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_sp._Ai1a-2-ASV-863	863	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1028	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-996	996	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1029	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1168	1168	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1030	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-961	961	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1031	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-828	828	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1032	Rhizobiales-Bradyrhizobiaceae-ASV-1343	1343	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1033	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1307	1307	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1034	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1141	1141	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1035	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-999	999	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1036	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1389	1389	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1037	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-984	984	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1038	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-1300	1300	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1039	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-946	946	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1040	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-1353	1353	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1041	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-799	799	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1042	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-1165	1165	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1043	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1365	1365	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1044	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-1037	1037	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1045	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1225	1225	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1046	Rhizobiales-Bradyrhizobiaceae-ASV-1051	1051	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1047	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-1325	1325	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1048	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-1166	1166	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1049	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-1008	1008	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1050	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1364	1364	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1051	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-736	736	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1052	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1048	1048	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1053	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-981	981	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1054	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-907	907	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1055	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-776	776	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1056	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1335	1335	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1057	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1290	1290	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1058	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1326	1326	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1059	Rhizobiales-Bradyrhizobiaceae-ASV-1075	1075	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1060	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-645	645	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1061	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_valentinum-ASV-1274	1274	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1062	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1057	1057	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1063	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_valentinum-ASV-1277	1277	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1064	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-627	627	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1065	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_erythrophlei-ASV-1346	1346	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1066	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1009	1009	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1067	Rhizobiales-Bradyrhizobiaceae-ASV-1209	1209	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1068	Rhizobiales-ASV-556	556	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
1069	Rhizobiales-ASV-1216	1216	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
1070	Rhizobiales-ASV-428	428	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
1071	Rhizobiales-ASV-1049	1049	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
1072	Rhizobiales-Rhizobiaceae-Rhizobium-ASV-384	384	Rhizobiaceae	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
1073	Rhizobiales-Rhizobiaceae-Rhizobium-ASV-1020	1020	Rhizobiaceae	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
1074	Rhizobiales-Rhizobiaceae-Rhizobium-ASV-861	861	Rhizobiaceae	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
1075	Rhizobiales-Rhizobiaceae-Rhizobium-ASV-815	815	Rhizobiaceae	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
1076	Rhizobiales-Rhizobiaceae-Shinella-ASV-1176	1176	Rhizobiaceae	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
1077	Rhizobiales-Rhizobiaceae-Rhizobium-Rhizobium_sp._OK665-ASV-754	754	Rhizobiaceae	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
1078	Rhizobiales-Brucellaceae-Ochrobactrum-Ochrobactrum_rhizosphaerae-ASV-588_Brucellaceae	588	 Brucellaceae	Alphaproteobacteria	Rhizobiales	 Brucellaceae	NA
1079	Rhizobiales-Phyllobacteriaceae-Mesorhizobium-ASV-764	764	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1080	Rhizobiales-Phyllobacteriaceae-Mesorhizobium-ASV-513	513	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1081	Rhizobiales-Phyllobacteriaceae-Mesorhizobium-ASV-948	948	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1082	Rhizobiales-Phyllobacteriaceae-Mesorhizobium-ASV-570	570	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1083	Rhizobiales-Phyllobacteriaceae-Mesorhizobium-ASV-998	998	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1084	Rhizobiales-Phyllobacteriaceae-ASV-688	688	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1085	Rhizobiales-Phyllobacteriaceae-ASV-926	926	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1086	Rhizobiales-Phyllobacteriaceae-Mesorhizobium-ASV-1090	1090	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1087	Rhizobiales-Phyllobacteriaceae-Mesorhizobium-ASV-1167	1167	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1088	Rhizobiales-Phyllobacteriaceae-ASV-894	894	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1089	Rhizobiales-Phyllobacteriaceae-Mesorhizobium-ASV-626	626	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1090	Rhizobiales-Phyllobacteriaceae-ASV-1124	1124	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1091	Rhizobiales-Phyllobacteriaceae-ASV-790	790	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1092	Rhizobiales-Phyllobacteriaceae-ASV-605	605	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1093	Rhizobiales-Phyllobacteriaceae-Mesorhizobium-ASV-1233	1233	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1094	Rhizobiales-Phyllobacteriaceae-Mesorhizobium-ASV-1158	1158	Phyllobacteriaceae	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
1095	Rhizobiales-Aurantimonadaceae-ASV-300	300	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1096	Rhizobiales-ASV-404	404	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1097	Rhizobiales-ASV-1341	1341	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1098	Rhizobiales-ASV-839	839	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1099	Rhizobiales-Aurantimonadaceae-Aureimonas-Aureimonas_sp._AU12-ASV-1153	1153	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1100	Rhizobiales-ASV-1319	1319	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1101	Rhizobiales-ASV-1065	1065	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1102	Rhizobiales-ASV-451	451	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1103	Rhizobiales-ASV-1204	1204	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1104	Rhizobiales-Aurantimonadaceae-ASV-679	679	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1105	Rhizobiales-ASV-1082	1082	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1106	Rhizobiales-Aurantimonadaceae-ASV-788	788	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1107	Rhizobiales-Aurantimonadaceae-ASV-876	876	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1108	Rhizobiales-ASV-502	502	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1109	Rhizobiales-Aurantimonadaceae-Aureimonas-Aureimonas_sp._AU20-ASV-954	954	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1110	Rhizobiales-Aurantimonadaceae-Aureimonas-ASV-905	905	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1111	Rhizobiales-Aurantimonadaceae-Aureimonas-ASV-634	634	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1112	Rhizobiales-Aurantimonadaceae-Aureimonas-ASV-794	794	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1113	Rhizobiales-Aurantimonadaceae-Aureimonas-ASV-659	659	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1114	Rhizobiales-Aurantimonadaceae-Aureimonas-ASV-533	533	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1115	Rhizobiales-Aurantimonadaceae-Aureimonas-ASV-929	929	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1116	Rhizobiales-Aurantimonadaceae-ASV-672	672	Aurantimonadaceae	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
1117	Rhizobiales-Methylocystaceae-Methylopila-ASV-1265	1265	Alphaproteobacteria	Alphaproteobacteria	NA	NA	NA
1118	Rhizobiales-ASV-964	964	Alphaproteobacteria	Alphaproteobacteria	NA	NA	NA
1119	Sphingomonadales-Sphingomonadaceae-Sphingomonas-Sphingomonas_sp._Leaf208-ASV-1379	1379	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1120	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-498	498	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1121	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-1218	1218	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1122	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-1050	1050	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1123	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-1112	1112	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1124	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-779	779	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1125	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-636	636	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1126	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-1373	1373	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1127	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-713	713	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1128	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-1018	1018	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1129	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-1372	1372	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1130	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-719	719	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1131	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-1398	1398	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1132	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-1321	1321	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1133	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-1161	1161	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1134	Sphingomonadales-Sphingomonadaceae-Sphingomonas-ASV-1129	1129	SPHINGOMONADALES	Alphaproteobacteria	Sphingomonadales	NA	NA
1135	Rhizobiales-Hyphomicrobiaceae-Hyphomicrobium-Hyphomicrobium_hollandicum-ASV-1312	1312	Alphaproteobacteria	Alphaproteobacteria	NA	NA	NA
1136	Caulobacterales-Caulobacteraceae-ASV-703	703	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1137	Caulobacterales-Caulobacteraceae-ASV-353	353	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1138	Caulobacterales-Caulobacteraceae-ASV-335	335	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1139	Caulobacterales-Caulobacteraceae-ASV-203	203	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1140	Caulobacterales-Caulobacteraceae-ASV-857	857	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1141	Caulobacterales-Caulobacteraceae-ASV-841	841	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1142	Caulobacterales-Caulobacteraceae-ASV-1239	1239	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1143	Caulobacterales-Caulobacteraceae-ASV-604	604	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1144	Caulobacterales-Caulobacteraceae-ASV-468	468	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1145	Caulobacterales-Caulobacteraceae-ASV-1039	1039	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1146	Caulobacterales-Caulobacteraceae-ASV-847	847	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1147	Caulobacterales-Caulobacteraceae-ASV-813	813	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1148	Caulobacterales-Caulobacteraceae-ASV-317	317	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1149	Caulobacterales-Caulobacteraceae-ASV-1246	1246	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1150	Caulobacterales-Caulobacteraceae-ASV-812	812	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1151	Caulobacterales-Caulobacteraceae-Phenylobacterium-ASV-232	232	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1152	Caulobacterales-Caulobacteraceae-ASV-398	398	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1153	Caulobacterales-Caulobacteraceae-ASV-1148	1148	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1154	Caulobacterales-Caulobacteraceae-ASV-902	902	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1155	Caulobacterales-Caulobacteraceae-ASV-1022	1022	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1156	Caulobacterales-Caulobacteraceae-ASV-336	336	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1157	Caulobacterales-Caulobacteraceae-ASV-1062	1062	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1158	Caulobacterales-Caulobacteraceae-ASV-864	864	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1159	Caulobacterales-Caulobacteraceae-ASV-383	383	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1160	Caulobacterales-Caulobacteraceae-ASV-1172	1172	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1161	Caulobacterales-Caulobacteraceae-ASV-1299	1299	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1162	Caulobacterales-Caulobacteraceae-ASV-939	939	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1163	Caulobacterales-Caulobacteraceae-ASV-945	945	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1164	Caulobacterales-Caulobacteraceae-ASV-600	600	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1165	Caulobacterales-Caulobacteraceae-ASV-886	886	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1166	Caulobacterales-Caulobacteraceae-ASV-545	545	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1167	Caulobacterales-Caulobacteraceae-ASV-247	247	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1168	Caulobacterales-Caulobacteraceae-Phenylobacterium-ASV-898	898	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1169	Caulobacterales-Caulobacteraceae-ASV-884	884	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1170	Caulobacterales-Caulobacteraceae-ASV-1208	1208	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1171	Caulobacterales-Caulobacteraceae-ASV-489	489	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1172	Caulobacterales-Caulobacteraceae-ASV-423	423	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1173	Caulobacterales-Caulobacteraceae-ASV-1181	1181	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1174	Caulobacterales-Caulobacteraceae-ASV-782	782	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1175	Caulobacterales-Caulobacteraceae-ASV-630	630	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1176	Caulobacterales-Caulobacteraceae-ASV-184	184	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1177	Caulobacterales-Caulobacteraceae-ASV-1035	1035	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1178	Caulobacterales-Caulobacteraceae-ASV-1260	1260	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1179	ASV-1010	1010	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1180	Caulobacterales-Caulobacteraceae-ASV-446	446	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1181	Caulobacterales-Caulobacteraceae-ASV-249	249	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1182	Caulobacterales-Caulobacteraceae-ASV-378	378	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1183	Caulobacterales-Caulobacteraceae-ASV-318	318	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
