PHYLO-order	NAME(rpoB-database-taxonomy)	ASV	Phyllo-Curated-Taxonomy	Class	Order	Family	Genus
301	Rhizobiales-Lichenibacteriaceae-Lichenibacterium-Lichenibacterium_ramalinae-ASV-1251	1251	Lichenibacteriaceae	Alphaproteobacteria	Rhizobiales	Lichenibacteriaceae	NA
302	Rhizobiales-Lichenibacteriaceae-Lichenibacterium-Lichenibacterium_ramalinae-ASV-363	363	Lichenibacteriaceae	Alphaproteobacteria	Rhizobiales	Lichenibacteriaceae	NA
303	Rhizobiales-Lichenibacteriaceae-Lichenibacterium-Lichenibacterium_ramalinae-ASV-562	562	Lichenibacteriaceae	Alphaproteobacteria	Rhizobiales	Lichenibacteriaceae	NA
304	Rhizobiales-Lichenibacteriaceae-Lichenibacterium-Lichenibacterium_ramalinae-ASV-325	325	Lichenibacteriaceae	Alphaproteobacteria	Rhizobiales	Lichenibacteriaceae	NA
305	Rhizobiales-Lichenibacteriaceae-Lichenibacterium-Lichenibacterium_ramalinae-ASV-190	190	Lichenibacteriaceae	Alphaproteobacteria	Rhizobiales	Lichenibacteriaceae	NA
306	Rhizobiales-Lichenibacteriaceae-Lichenibacterium-Lichenibacterium_ramalinae-ASV-65	65	Lichenibacteriaceae	Alphaproteobacteria	Rhizobiales	Lichenibacteriaceae	NA
307	Rhizobiales-Lichenibacteriaceae-Lichenibacterium-Lichenibacterium_ramalinae-ASV-358	358	Lichenibacteriaceae	Alphaproteobacteria	Rhizobiales	Lichenibacteriaceae	NA
308	Rhizobiales-ASV-1025	1025	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
309	Rhizobiales-ASV-493	493	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
310	Rhizobiales-ASV-872	872	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
311	Rhizobiales-ASV-1247	1247	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
312	Rhizobiales-ASV-1227	1227	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
313	Rhizobiales-ASV-971	971	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
314	Rhizobiales-ASV-1106	1106	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
315	Rhizobiales-Methylocystaceae-Methylocystis-ASV-692	692	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
316	Rhizobiales-ASV-616	616	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
317	Rhizobiales-ASV-282	282	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
318	Rhizobiales-ASV-899	899	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
319	Rhizobiales-ASV-757	757	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
320	Rhizobiales-ASV-1006	1006	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
321	Rhizobiales-ASV-542	542	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
322	Rhizobiales-ASV-286	286	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
323	Rhizobiales-ASV-321	321	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
324	Rhizobiales-ASV-532	532	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
325	Rhizobiales-ASV-523	523	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
326	Rhizobiales-ASV-895	895	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
327	Rhizobiales-ASV-225	225	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
328	Rhizobiales-ASV-380	380	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
329	Rhizobiales-ASV-161	161	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
330	Rhizobiales-ASV-811	811	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
331	Rhizobiales-ASV-548	548	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
332	Rhizobiales-ASV-1317	1317	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
333	Rhizobiales-ASV-364	364	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
334	Rhizobiales-ASV-309	309	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
335	Rhizobiales-ASV-226	226	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
336	Rhizobiales-ASV-52	52	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
337	Rhizobiales-ASV-376	376	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
338	Rhizobiales-ASV-1191	1191	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
339	Rhizobiales-ASV-531	531	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
340	ASV-342	342	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
341	Rhizobiales-ASV-159	159	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
342	Rhizobiales-ASV-880	880	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
343	Rhizobiales-ASV-405	405	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
344	Rhizobiales-ASV-608	608	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
345	Rhizobiales-ASV-650	650	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
346	Rhizobiales-ASV-284	284	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
347	Rhizobiales-ASV-507	507	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
348	Rhizobiales-ASV-314	314	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
349	Rhizobiales-ASV-584	584	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
350	Rhizobiales-ASV-359	359	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
351	Rhizobiales-ASV-991	991	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
352	Rhizobiales-ASV-742	742	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
353	Rhizobiales-ASV-708	708	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
354	Rhizobiales-ASV-495	495	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
355	Rhizobiales-ASV-268	268	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
356	Rhizobiales-ASV-1258	1258	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
357	Rhizobiales-ASV-829	829	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
358	Rhizobiales-ASV-1125	1125	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
359	Rhizobiales-Methylocystaceae-ASV-1160	1160	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
360	Rhizobiales-ASV-836	836	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
361	Rhizobiales-ASV-155	155	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
362	Rhizobiales-ASV-1123	1123	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
363	Rhizobiales-ASV-791	791	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
364	Rhizobiales-ASV-131	131	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
365	Rhizobiales-ASV-1282	1282	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
366	Rhizobiales-ASV-986	986	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
367	Rhizobiales-ASV-450	450	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
368	Rhizobiales-ASV-952	952	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
369	Rhizobiales-ASV-1113	1113	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
370	Rhizobiales-Methylocystaceae-ASV-585	585	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
371	Rhizobiales-ASV-775	775	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
372	Rhizobiales-ASV-306	306	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
373	Rhizobiales-ASV-481	481	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
374	Rhizobiales-ASV-1027	1027	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
375	Rhizobiales-ASV-658	658	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
376	Rhizobiales-ASV-1252	1252	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
377	Rhizobiales-Beijerinckiaceae-ASV-240	240	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
378	Rhizobiales-ASV-970	970	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
379	Rhizobiales-ASV-460	460	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
380	Rhizobiales-ASV-348	348	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
381	Rhizobiales-ASV-304	304	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
382	Rhizobiales-ASV-827	827	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
383	Rhizobiales-ASV-1089	1089	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
384	Rhizobiales-ASV-341	341	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
385	Rhizobiales-ASV-195	195	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
386	Rhizobiales-ASV-620	620	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
387	Rhizobiales-ASV-808	808	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
388	ASV-1220	1220	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
389	Rhizobiales-ASV-923	923	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
390	Rhizobiales-ASV-395	395	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
391	Rhizobiales-ASV-227	227	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
392	Rhizobiales-Methylocystaceae-ASV-845	845	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
393	Rhizobiales-ASV-138	138	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
394	Rhizobiales-ASV-643	643	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
395	Rhizobiales-ASV-1080	1080	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
396	Rhizobiales-ASV-889	889	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
397	Rhizobiales-ASV-370	370	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
398	Rhizobiales-ASV-136	136	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
399	Rhizobiales-ASV-1250	1250	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
400	Rhizobiales-ASV-259	259	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
401	Rhizobiales-ASV-105	105	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
402	Rhizobiales-ASV-15	15	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
403	Rhizobiales-ASV-522	522	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
404	Rhizobiales-ASV-937	937	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
405	Rhizobiales-ASV-554	554	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
406	Rhizobiales-ASV-170	170	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
407	Rhizobiales-ASV-1390	1390	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
408	Rhizobiales-ASV-1088	1088	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
409	Rhizobiales-ASV-706	706	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
410	Rhizobiales-ASV-175	175	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
411	Rhizobiales-ASV-476	476	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
412	Rhizobiales-ASV-156	156	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
413	Rhizobiales-ASV-347	347	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
414	Rhizobiales-ASV-955	955	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
415	Rhizobiales-ASV-215	215	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
416	Rhizobiales-ASV-413	413	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
417	Rhizobiales-ASV-157	157	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
418	Rhizobiales-ASV-551	551	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
419	Rhizobiales-ASV-4	4	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
420	Rhizobiales-ASV-1101	1101	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
421	Rhizobiales-ASV-70	70	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
422	Rhizobiales-ASV-1219	1219	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
423	Rhizobiales-ASV-1296	1296	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
424	Rhizobiales-ASV-1028	1028	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
425	Rhizobiales-ASV-1289	1289	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
426	Rhizobiales-ASV-566	566	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
427	Rhizobiales-ASV-236	236	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
428	Rhizobiales-ASV-275	275	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
429	Rhizobiales-ASV-623	623	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
430	Rhizobiales-ASV-573	573	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
431	Rhizobiales-ASV-253	253	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
432	Rhizobiales-ASV-1093	1093	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
433	Rhizobiales-ASV-228	228	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
434	Rhizobiales-ASV-546	546	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
435	Rhizobiales-ASV-177	177	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
436	Rhizobiales-ASV-34	34	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
437	Rhizobiales-ASV-892	892	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
438	Rhizobiales-ASV-337	337	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
439	Rhizobiales-ASV-1105	1105	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
440	Rhizobiales-ASV-807	807	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
441	Rhizobiales-ASV-297	297	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
442	Rhizobiales-ASV-878	878	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
443	Rhizobiales-ASV-310	310	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
444	Rhizobiales-Methylocystaceae-ASV-675	675	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
445	Rhizobiales-ASV-454	454	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
446	Rhizobiales-ASV-324	324	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
447	Rhizobiales-ASV-119	119	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
448	Rhizobiales-ASV-928	928	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
449	Rhizobiales-ASV-617	617	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
450	Rhizobiales-ASV-1180	1180	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
451	Rhizobiales-Methylocystaceae-ASV-727	727	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
452	Rhizobiales-ASV-830	830	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
453	Rhizobiales-ASV-1331	1331	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
454	Rhizobiales-ASV-1070	1070	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
455	Rhizobiales-ASV-465	465	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
456	Rhizobiales-ASV-978	978	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
457	Rhizobiales-ASV-586	586	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
458	Rhizobiales-ASV-99	99	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
459	Rhizobiales-ASV-722	722	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
460	Rhizobiales-ASV-603	603	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
461	Rhizobiales-ASV-223	223	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
462	Rhizobiales-ASV-664	664	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
463	Rhizobiales-ASV-410	410	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
464	Rhizobiales-ASV-124	124	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
465	Rhizobiales-ASV-1092	1092	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
466	Rhizobiales-ASV-820	820	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
467	Rhizobiales-ASV-385	385	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
468	Rhizobiales-ASV-1281	1281	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
469	Rhizobiales-Methylocystaceae-ASV-1134	1134	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
470	Rhizobiales-ASV-726	726	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
471	Rhizobiales-ASV-409	409	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
472	Rhizobiales-ASV-88	88	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
473	Rhizobiales-ASV-737	737	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
474	Rhizobiales-ASV-467	467	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
475	Rhizobiales-ASV-147	147	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
476	Rhizobiales-ASV-142	142	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
477	Rhizobiales-ASV-183	183	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
478	Rhizobiales-ASV-97	97	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
479	Rhizobiales-ASV-393	393	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
480	Rhizobiales-ASV-150	150	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
481	Rhizobiales-ASV-213	213	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
482	Rhizobiales-ASV-87	87	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
483	Rhizobiales-ASV-572	572	Methylocystaceae-like	Alphaproteobacteria	Rhizobiales	Methylocystaceae-like	NA
484	Rhizobiales-ASV-682	682	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
485	Rhizobiales-ASV-1143	1143	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
486	Rhizobiales-ASV-1085	1085	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
487	Rhizobiales-ASV-496	496	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
488	Rhizobiales-ASV-1360	1360	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
489	Rhizobiales-ASV-1285	1285	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
490	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-993	993	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
491	Rhizobiales-Beijerinckiaceae-Methyloferula-Methyloferula_stellata-ASV-1327	1327	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
492	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-750	750	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
493	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-63	63	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
494	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-332	332	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
495	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-447	447	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
496	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-288	288	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
497	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-113	113	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
498	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-416	416	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
499	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-478	478	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
500	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-219	219	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
501	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-173	173	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
502	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-452	452	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
503	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-677	677	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
504	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-595	595	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
505	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-186	186	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
506	Rhizobiales-ASV-662	662	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
507	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-990	990	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
508	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-387	387	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
509	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-107	107	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
510	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-292	292	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
