"CLx" "strain" "T1" "T2" "day" "Petri" "spot" "X_position" "Y_position" "radius" "av_intensity" "sd_intensity" "av_intensity_back" "sd_intensity_back" "filter"
"43" "A9" "J-045" "20" "30" "24" "P01" "13" "235" "105" "14.00000" " 2.43225122" " 2.674898" "-0.250006435" "2.658075" "1"
"44" "A6" "J-059" "20" "30" "24" "P01" "15" "239" "211" "15.41667" "-0.92026702" " 2.854555" "-1.198506057" "2.615519" "1"
"45" "A6" "J-073" "20" "30" "24" "P01" "17" "241" "322" "15.41667" " 0.05241656" " 2.439523" "-0.626470390" "2.787770" "1"
"46" "A10" "J-076" "20" "30" "24" "P01" "19" "290" "107" "14.00000" " 5.02752039" " 2.830511" " 0.245048263" "3.098347" "1"
"47" "A9" "J-087" "20" "30" "24" "P01" "21" "288" "216" "14.00000" " 1.77603589" " 2.506997" "-0.587770270" "2.424189" "1"
"48" "Neg" "0" "20" "30" "24" "P01" "23" "288" "320" "15.41667" "-0.16615487" " 2.262969" "-0.192691790" "2.325275" "1"
"49" "B" "E-003" "20" "30" "24" "P01" "25" "330" " 97" "15.00000" " 7.33660085" " 3.219258" " 0.212662683" "3.067214" "1"
"50" "A6" "E-020" "20" "30" "24" "P01" "27" "337" "207" "15.00000" " 4.15107193" " 3.168216" "-0.398927623" "2.668609" "1"
"51" "A6" "E-030" "20" "30" "24" "P01" "29" "342" "312" "15.41667" " 5.64562083" "12.316415" "-0.562341857" "2.644307" "1"
"52" "A9" "E-010" "20" "30" "24" "P01" "31" "403" " 93" "15.41667" "-2.99967957" " 3.728724" "-0.983919558" "4.340393" "1"
"53" "A6" "E-025" "20" "30" "24" "P01" "33" "406" "202" "14.00000" " 1.57818923" " 2.727982" "-0.692895753" "2.630556" "1"
"54" "A6" "E-041" "20" "30" "24" "P01" "35" "406" "307" "19.00000" " 0.68491585" " 2.966048" "-0.905887346" "2.643419" "1"
"55" "A9" "E-047" "30" "30" "24" "P01" " 2" "131" "160" "15.00000" " 5.18290550" " 3.912985" "-0.339980080" "2.977771" "1"
"56" "A9" "E-066" "30" "30" "24" "P01" " 4" "131" "269" "15.00000" " 8.65458392" " 4.888442" "-0.508486056" "3.189770" "1"
"57" "B" "J-014" "30" "30" "24" "P01" " 6" "129" "375" "15.00000" " 2.91303244" " 3.611964" "-2.330013280" "3.165765" "1"
"58" "B" "E-064" "30" "30" "24" "P01" " 8" "193" "162" "16.00000" " 1.47608532" " 2.966962" "-0.879487004" "2.477708" "1"
"59" "A9" "J-009" "30" "30" "24" "P01" "10" "191" "272" "17.00000" " 1.95720311" " 3.465512" "-1.115921986" "2.504449" "1"
"60" "A9" "J-028" "30" "30" "24" "P01" "12" "192" "380" "16.00000" " 6.83682560" " 4.063782" "-1.137957771" "3.434541" "1"
"61" "A9" "J-045" "30" "30" "24" "P01" "14" "235" "160" "15.41667" "-1.02620828" " 2.474960" "-0.875057201" "2.478700" "1"
"62" "A6" "J-059" "30" "30" "24" "P01" "16" "239" "270" "15.41667" " 0.31909212" " 2.227299" "-0.516649746" "2.536678" "1"
"63" "A6" "J-073" "30" "30" "24" "P01" "18" "240" "378" "15.41667" " 0.88623498" " 2.940940" "-0.427311644" "2.903959" "1"
"64" "A10" "J-076" "30" "30" "24" "P01" "20" "288" "162" "15.41667" " 0.50385848" " 2.803945" "-0.669084791" "2.567009" "1"
"65" "A9" "J-087" "30" "30" "24" "P01" "22" "287" "267" "15.00000" " 2.84590973" " 2.947165" "-0.441108898" "2.506446" "1"
"66" "Neg" "0" "30" "30" "24" "P01" "24" "288" "371" "15.41667" "-0.39397864" " 2.402671" "-0.034703055" "4.181479" "1"
"67" "B" "E-003" "30" "30" "24" "P01" "26" "333" "152" "14.00000" " 8.25285481" " 2.856331" "-0.314749035" "3.258196" "1"
"68" "A6" "E-020" "30" "30" "24" "P01" "28" "337" "256" "17.00000" " 3.29804661" " 3.899689" "-0.503163121" "2.344519" "1"
"69" "A6" "E-030" "30" "30" "24" "P01" "30" "339" "364" "15.41667" " 1.36805073" " 6.955395" "-0.915869418" "3.795094" "1"
"70" "A9" "E-010" "30" "30" "24" "P01" "32" "403" "149" "16.00000" " 4.80981179" " 3.062611" "-0.615854993" "2.734334" "1"
"71" "A6" "E-025" "30" "30" "24" "P01" "34" "406" "249" "15.41667" "-1.43448598" " 2.723087" "-1.006086810" "2.588498" "1"
"72" "A6" "E-041" "30" "30" "24" "P01" "36" "400" "363" "15.00000" " 0.45579690" " 2.996630" "-1.708947543" "2.781893" "1"
"73" "A10" "E-061-B" "20" "20" "24" "P02" " 1" "134" "133" "12.00000" "15.48750567" " 2.634871" " 0.5693536585" "5.210976" "1"
"74" "A9" "J-002" "20" "20" "24" "P02" " 3" "133" "232" "13.00000" " 9.69614367" " 2.712765" "-0.3401127820" "2.920460" "1"
"75" "A9" "J-019" "20" "20" "24" "P02" " 5" "131" "328" "12.00000" " 5.99346939" " 2.600650" "-0.2570304878" "3.450925" "1"
"76" "A9" "E-009" "20" "20" "24" "P02" " 7" "189" "130" "14.00000" " 3.60694943" " 2.576395" "-0.4569530245" "2.350728" "1"
"77" "A9" "E-024" "20" "20" "24" "P02" " 9" "186" "229" "14.00000" " 1.70520392" " 2.586006" "-0.7538996139" "2.088755" "1"
"78" "A6" "E-040" "20" "20" "24" "P02" "11" "188" "332" "13.65517" " 0.23178752" " 2.699086" "-1.0304092072" "2.453706" "1"
"79" "A9" "E-012" "20" "20" "24" "P02" "13" "239" "130" "14.00000" " 7.74766721" " 2.939020" "-0.0288963964" "2.627037" "1"
"80" "A9" "E-027" "20" "20" "24" "P02" "15" "240" "232" "13.00000" " 5.56706994" " 2.735467" "-0.4671992481" "2.672879" "1"
"81" "A2" "E-045" "20" "20" "24" "P02" "17" "242" "333" "16.00000" " 1.12020075" " 3.096263" "-0.8676162791" "2.265189" "1"
"82" "A9" "J-077" "20" "20" "24" "P02" "19" "288" "127" "13.00000" " 9.35562118" " 4.313793" " 0.0630482456" "3.163360" "1"
"83" "A9" "J-088" "20" "20" "24" "P02" "21" "287" "233" "14.00000" " 2.63437393" " 4.537738" "-0.5720527671" "2.178183" "1"
"84" "Neg" "0" "20" "20" "24" "P02" "23" "290" "328" "13.65517" " 0.09765599" " 2.030207" "-0.2373913043" "2.026347" "1"
"85" "A9" "J-030" "20" "20" "24" "P02" "25" "354" "129" "14.00000" " 3.97367213" " 2.747297" " 0.0237756766" "3.007352" "0"
"86" "A9" "J-048" "20" "20" "24" "P02" "27" "353" "225" "13.00000" " 5.60913043" " 2.652899" " 0.3665131579" "3.652367" "0"
"87" "A9" "J-064" "20" "20" "24" "P02" "29" "353" "325" "13.00000" " 2.16695652" " 2.734908" "-0.3068828321" "3.283611" "0"
"88" "A6" "E-063" "20" "20" "24" "P02" "31" "363" "116" "14.00000" " 3.54579965" " 3.376944" " 0.1463015043" "3.424129" "0"
"89" "A9" "J-008" "20" "20" "24" "P02" "33" "371" "218" "13.00000" " 5.70746692" " 2.726667" " 0.2775000000" "3.699155" "0"
"90" "A9" "J-026" "20" "20" "24" "P02" "35" "375" "320" "14.00000" " 3.04988581" " 3.193946" "-0.4716216216" "3.165302" "0"
"91" "A10" "E-061-B" "30" "20" "24" "P02" " 2" "130" "179" "12.00000" "13.86514739" " 2.697395" " 0.2267621951" "4.528064" "1"
"92" "A9" "J-002" "30" "20" "24" "P02" " 4" "129" "284" "12.00000" " 8.54505669" " 2.582501" "-0.0003109756" "3.695635" "1"
"93" "A9" "J-019" "30" "20" "24" "P02" " 6" "127" "381" "14.00000" " 8.39479608" " 3.222582" "-1.2315926641" "2.869009" "1"
"94" "A9" "E-009" "30" "20" "24" "P02" " 8" "185" "181" "14.00000" " 1.90758564" " 2.614683" "-0.6096685972" "2.171157" "1"
"95" "A9" "E-024" "30" "20" "24" "P02" "10" "185" "286" "14.00000" "39.80192496" "10.580644" " 1.0584234234" "8.801101" "1"
"96" "A6" "E-040" "30" "20" "24" "P02" "12" "186" "385" "15.00000" " 1.10602257" " 2.581801" "-1.0133831341" "2.347563" "1"
"97" "A9" "E-012" "30" "20" "24" "P02" "14" "235" "181" "14.00000" " 1.80236542" " 2.244372" "-0.4429311454" "2.065966" "1"
"98" "A9" "E-027" "30" "20" "24" "P02" "16" "236" "279" "13.00000" " 3.95281664" " 2.465958" "-0.6227600251" "2.454518" "1"
"99" "A2" "E-045" "30" "20" "24" "P02" "18" "240" "384" "15.00000" "11.79188999" " 4.799419" "-0.1707237716" "2.675005" "1"
"100" "A9" "J-077" "30" "20" "24" "P02" "20" "289" "179" "14.00000" " 7.10132867" " 5.565305" "-0.7141570142" "2.370903" "1"
"101" "A9" "J-088" "30" "20" "24" "P02" "22" "286" "278" "13.65517" " 0.04819231" " 4.907945" "-0.4630978261" "2.102446" "1"
"102" "Neg" "0" "30" "20" "24" "P02" "24" "291" "378" "13.65517" "-0.20074199" " 2.229184" "-0.1637148338" "2.228817" "1"
"103" "A9" "J-030" "30" "20" "24" "P02" "26" "353" "181" "13.65517" " 0.54652614" " 2.653341" "-0.2285861846" "3.197342" "0"
"104" "A9" "J-048" "30" "20" "24" "P02" "28" "356" "283" "13.00000" " 3.29427221" " 2.909460" " 0.2705827068" "3.938771" "0"
"105" "A9" "J-064" "30" "20" "24" "P02" "30" "356" "382" "15.00000" " 2.96382228" " 3.850328" "-1.0108100930" "2.865319" "0"
"106" "A6" "E-063" "30" "20" "24" "P02" "32" "367" "171" "13.65517" " 1.43547069" " 3.681663" "-0.6116751918" "2.445358" "0"
"107" "A9" "J-008" "30" "20" "24" "P02" "34" "375" "269" "15.00000" " 5.46479549" " 3.108181" "-0.1757743658" "3.403373" "0"
"108" "A9" "J-026" "30" "20" "24" "P02" "36" "381" "370" "13.65517" " 0.43655987" " 3.054073" "-1.0461061381" "3.334633" "0"
"109" "A10" "E-061-B" "20" "30" "24" "P02" " 1" "130" "107" "16.00000" "10.63163112" " 4.996629" "-0.4630403557" "3.548509" "1"
"110" "A9" "J-002" "20" "30" "24" "P02" " 3" "133" "212" "17.00000" " 5.86895671" " 5.464008" "-0.6674751773" "3.036109" "1"
"111" "A9" "J-019" "20" "30" "24" "P02" " 5" "132" "320" "17.00000" " 2.46047945" " 3.629691" "-1.1008546099" "2.516555" "1"
"112" "A9" "E-009" "20" "30" "24" "P02" " 7" "170" "108" "16.00000" " 1.84352572" " 3.071331" "-0.5702359781" "3.238439" "1"
"113" "A9" "E-024" "20" "30" "24" "P02" " 9" "180" "218" "16.04348" " 0.22298137" " 2.575020" "-0.8960390947" "2.434046" "1"
"114" "A6" "E-040" "20" "30" "24" "P02" "11" "183" "336" "16.04348" "-0.89039752" " 2.546869" "-1.1638203018" "2.538707" "1"
"115" "A9" "E-012" "20" "30" "24" "P02" "13" "232" " 98" "14.00000" " 5.48278956" " 3.018516" "-0.0908268983" "2.954270" "1"
"116" "A9" "E-027" "20" "30" "24" "P02" "15" "234" "214" "11.00000" " 3.10440318" " 2.473932" "-0.4170424641" "2.776214" "1"
"117" "A2" "E-045" "20" "30" "24" "P02" "17" "243" "328" "17.00000" " 1.69764706" " 2.810284" "-0.8258191489" "2.582745" "1"
"118" "A9" "J-077" "20" "30" "24" "P02" "19" "285" "102" "16.00000" "10.47490590" " 3.784462" "-0.2824931601" "3.270935" "1"
"119" "A9" "J-088" "20" "30" "24" "P02" "21" "289" "215" "16.04348" " 0.67437267" " 2.158837" "-0.3553772291" "2.292969" "1"
"120" "Neg" "0" "20" "30" "24" "P02" "23" "296" "324" "16.04348" "-0.14881988" " 2.174218" "-0.1970267490" "2.191052" "1"
"121" "A9" "J-030" "20" "30" "24" "P02" "25" "348" "103" "16.04348" " 0.29244720" " 2.244535" "-0.0730281207" "2.346720" "1"
"122" "A9" "J-048" "20" "30" "24" "P02" "27" "348" "203" "14.00000" " 4.29252855" " 3.492342" "-0.1500321750" "2.745205" "1"
"123" "A9" "J-064" "20" "30" "24" "P02" "29" "358" "316" "16.04348" "-0.40532919" " 3.089729" "-1.0119272977" "2.577351" "1"
"124" "A6" "E-063" "20" "30" "24" "P02" "31" "410" "104" "16.04348" " 0.73506832" " 2.909706" "-0.9068403909" "3.500093" "1"
"125" "A9" "J-008" "20" "30" "24" "P02" "33" "414" "221" "16.00000" " 4.26845671" " 3.290667" "-1.0295930233" "2.650018" "1"
"126" "A9" "J-026" "20" "30" "24" "P02" "35" "413" "332" "17.00000" " 0.49865705" " 3.002686" "-1.2562588652" "2.637892" "1"
"127" "A10" "E-061-B" "30" "30" "24" "P02" " 2" "132" "157" "16.00000" " 7.72649937" " 4.689158" "-0.1594801642" "3.731694" "1"
"128" "A9" "J-002" "30" "30" "24" "P02" " 4" "131" "272" "17.00000" " 5.72082131" " 5.280706" "-1.0248546099" "3.118301" "1"
"129" "A9" "J-019" "30" "30" "24" "P02" " 6" "132" "376" "15.00000" " 5.66123145" " 3.884688" "-1.1339309429" "3.542803" "1"
"130" "A9" "E-009" "30" "30" "24" "P02" " 8" "175" "164" "15.00000" " 1.09689704" " 2.477251" "-0.6786520584" "2.429592" "1"
"131" "A9" "E-024" "30" "30" "24" "P02" "10" "181" "283" "18.00000" "43.57035679" " 9.936761" " 0.7203539823" "8.161226" "1"
"132" "A6" "E-040" "30" "30" "24" "P02" "12" "187" "388" "17.00000" " 0.58732519" " 2.769265" "-1.4024539007" "2.594410" "1"
"133" "A9" "E-012" "30" "30" "24" "P02" "14" "232" "163" "16.04348" " 0.34295652" " 2.347413" "-0.6553463649" "2.280652" "1"
"134" "A9" "E-027" "30" "30" "24" "P02" "16" "238" "268" "17.00000" " 1.86721421" " 2.633300" "-0.9045248227" "2.436178" "1"
"135" "A2" "E-045" "30" "30" "24" "P02" "18" "241" "382" "15.00000" " 6.68768688" " 2.948960" " 0.2134960159" "3.928200" "1"
"136" "A9" "J-077" "30" "30" "24" "P02" "20" "288" "157" "16.00000" " 4.17386449" " 3.172465" "-0.7601025992" "2.620849" "1"
"137" "A9" "J-088" "30" "30" "24" "P02" "22" "291" "266" "16.04348" " 0.22772671" " 2.226934" "-0.1960150892" "2.350263" "1"
"138" "Neg" "0" "30" "30" "24" "P02" "24" "297" "386" "16.04348" "-0.21619876" " 2.364498" "-0.2473251029" "2.306265" "1"
"139" "A9" "J-030" "30" "30" "24" "P02" "26" "348" "155" "16.04348" " 0.13182609" " 2.119010" "-0.1365020576" "2.392785" "1"
"140" "A9" "J-048" "30" "30" "24" "P02" "28" "354" "261" "17.00000" " 1.71245283" " 3.395665" "-0.5854609929" "2.361756" "1"
"141" "A9" "J-064" "30" "30" "24" "P02" "30" "362" "373" "17.00000" " 0.97064373" " 2.874334" "-0.9977482270" "2.471147" "1"
"142" "A6" "E-063" "30" "30" "24" "P02" "32" "412" "163" "16.04348" " 0.26265839" " 3.120515" "-0.6556721536" "2.548194" "1"
"143" "A9" "J-008" "30" "30" "24" "P02" "34" "415" "274" "18.00000" " 2.80558969" " 3.492180" "-0.8775958702" "2.549815" "1"
"144" "A9" "J-026" "30" "30" "24" "P02" "36" "413" "387" "16.04348" "-0.61633540" " 3.724018" "-1.1897722263" "4.025360" "1"
"145" "A10" "J-083" "20" "20" "24" "P03" " 1" "127" "117" "14.00000" " 5.78880914" "2.338984" "-0.12692728" "2.939285" "1"
"146" "A6" "J-092" "20" "20" "24" "P03" " 3" "129" "220" "14.00000" " 2.96644372" "2.472374" "-0.61380952" "2.519105" "1"
"147" "Neg" "0" "20" "20" "24" "P03" " 5" "129" "315" "13.92308" "-0.20865225" "2.056781" "-0.31754487" "2.189190" "1"
"148" "A10" "E-061-B" "20" "20" "24" "P03" " 7" "183" "110" "12.00000" "14.07702948" "2.260246" " 0.46328354" "4.627074" "1"
"149" "A9" "J-002" "20" "20" "24" "P03" " 9" "189" "211" "12.00000" " 9.98834467" "2.443872" " 0.27454268" "3.640871" "1"
"150" "A9" "J-019" "20" "20" "24" "P03" "11" "188" "311" "12.00000" " 8.74512472" "2.308563" "-0.35585366" "3.605903" "1"
"151" "A6" "J-031" "20" "20" "24" "P03" "13" "231" "111" "15.00000" " 1.52187588" "2.419091" "-0.39524900" "2.151191" "1"
"152" "A6" "J-050" "20" "20" "24" "P03" "15" "238" "214" "13.92308" " 0.11425957" "2.297050" "-0.18733333" "2.169106" "1"
"153" "A6" "J-065" "20" "20" "24" "P03" "17" "239" "321" "13.92308" " 0.44013311" "2.215277" "-0.13039744" "2.134828" "1"
"154" "A9" "E-046" "20" "20" "24" "P03" "19" "289" "117" "15.00000" " 5.88899859" "3.770207" "-0.55149402" "2.862273" "1"
"155" "A9" "E-065" "20" "20" "24" "P03" "21" "289" "218" "13.00000" " 2.67317580" "2.763957" "-0.62864348" "2.393104" "1"
"156" "A9" "J-010" "20" "20" "24" "P03" "23" "290" "319" "13.00000" "13.04277883" "3.256073" "-0.51469612" "3.651782" "1"
"157" "A9" "E-011" "20" "20" "24" "P03" "25" "332" " 98" "15.00000" " 6.85485190" "3.320061" "-0.24073041" "2.934698" "1"
"158" "A9" "E-026" "20" "20" "24" "P03" "27" "341" "198" "13.00000" " 3.73482042" "2.312412" "-0.33443296" "2.865300" "1"
"159" "A10" "E-042" "20" "20" "24" "P03" "29" "350" "302" "15.00000" " 1.67358251" "2.930407" "-0.84143426" "2.445962" "1"
"160" "A9" "J-036" "20" "20" "24" "P03" "31" "397" "100" "14.00000" "14.60869494" "3.207851" " 1.73336930" "6.776486" "1"
"161" "A10" "J-054" "20" "20" "24" "P03" "33" "398" "205" "15.00000" " 9.85132581" "3.054125" " 0.06154714" "3.415463" "1"
"162" "A1" "J-068" "20" "20" "24" "P03" "35" "402" "308" "17.00000" " 0.51674806" "2.624940" "-1.13064894" "2.812563" "1"
"163" "A10" "J-083" "30" "20" "24" "P03" " 2" "127" "168" "15.00000" " 6.71047955" "2.868076" "-0.61814409" "2.421790" "1"
"164" "A6" "J-092" "30" "20" "24" "P03" " 4" "132" "270" "15.00000" " 2.27196051" "3.020357" "-0.80183267" "2.435218" "1"
"165" "Neg" "0" "30" "20" "24" "P03" " 6" "132" "358" "13.92308" "-0.68782030" "2.237645" "-0.36726282" "2.263435" "1"
"166" "A10" "E-061-B" "30" "20" "24" "P03" " 8" "186" "157" "12.00000" "11.67294785" "2.413354" " 0.54360061" "4.045017" "1"
"167" "A9" "J-002" "30" "20" "24" "P03" "10" "186" "267" "14.00000" "10.05127243" "2.408795" "-0.81606178" "2.951680" "1"
"168" "A9" "J-019" "30" "20" "24" "P03" "12" "188" "364" "13.00000" "11.88674858" "3.047139" "-0.18832080" "4.008538" "1"
"169" "A6" "J-031" "30" "20" "24" "P03" "14" "235" "162" "13.92308" " 0.32549085" "2.028146" "-0.12241987" "2.100034" "1"
"170" "A6" "J-050" "30" "20" "24" "P03" "16" "237" "269" "13.92308" " 0.11477537" "2.086063" "-0.18489423" "2.009222" "1"
"171" "A6" "J-065" "30" "20" "24" "P03" "18" "241" "370" "13.92308" " 0.49623960" "2.332249" " 0.04940385" "2.234297" "1"
"172" "A9" "E-046" "30" "20" "24" "P03" "20" "289" "166" "15.00000" " 2.98493653" "5.222539" "-0.57671315" "2.754410" "1"
"173" "A9" "E-065" "30" "20" "24" "P03" "22" "292" "273" "14.00000" " 1.92536705" "2.762603" "-0.99185972" "2.440945" "1"
"174" "A9" "J-010" "30" "20" "24" "P03" "24" "295" "373" "12.00000" "11.60598639" "2.894099" " 0.24954878" "5.272003" "1"
"175" "A9" "E-011" "30" "20" "24" "P03" "26" "333" "148" "13.00000" " 9.22780718" "2.774728" "-0.28393170" "3.479126" "1"
"176" "A9" "E-026" "30" "20" "24" "P03" "28" "340" "250" "14.00000" " 5.49427406" "3.108919" "-0.65084620" "2.733783" "1"
"177" "A10" "E-042" "30" "20" "24" "P03" "30" "353" "352" "13.92308" " 0.28968386" "2.710804" "-1.00715385" "2.680936" "1"
"178" "A9" "J-036" "30" "20" "24" "P03" "32" "397" "152" "16.00000" "11.43112923" "4.573910" " 0.08147401" "3.456982" "1"
"179" "A10" "J-054" "30" "20" "24" "P03" "34" "402" "258" "13.92308" " 0.51054908" "2.324191" "-0.28329487" "2.312674" "1"
"180" "A1" "J-068" "30" "20" "24" "P03" "36" "404" "357" "13.92308" "-1.22945092" "3.263690" "-1.76202540" "3.636129" "1"
"181" "A10" "J-083" "20" "30" "24" "P03" " 1" "113" "111" "15.00000" " 3.80245416" "2.804331" "-0.44499004" "2.842279" "1"
"182" "A6" "J-092" "20" "30" "24" "P03" " 3" "119" "218" "15.00000" " 1.92987306" "2.719113" "-0.55880478" "2.733667" "1"
"183" "Neg" "0" "20" "30" "24" "P03" " 5" "119" "321" "15.44444" "-0.08197597" "2.112187" "-0.10723419" "3.205842" "1"
"184" "A10" "E-061-B" "20" "30" "24" "P03" " 7" "192" "113" "14.00000" " 9.03026101" "5.840899" "-0.24456242" "3.375605" "1"
"185" "A9" "J-002" "20" "30" "24" "P03" " 9" "196" "224" "17.00000" " 5.91106548" "5.282405" "-0.66837234" "2.523248" "1"
"186" "A9" "J-019" "20" "30" "24" "P03" "11" "194" "326" "15.44444" " 2.40257931" "5.317055" "-0.81382571" "2.385179" "1"
"187" "A6" "J-031" "20" "30" "24" "P03" "13" "243" "109" "15.00000" " 2.06598025" "2.483090" "-0.57312417" "2.404996" "1"
"188" "A6" "J-050" "20" "30" "24" "P03" "15" "245" "215" "15.44444" "-0.21910547" "2.468548" "-0.16719717" "2.192154" "1"
