"CLx" "strain" "T1" "T2" "day" "Petri" "spot" "X_position" "Y_position" "radius" "av_intensity" "sd_intensity" "av_intensity_back" "sd_intensity_back" "filter"
"893" "A9" "J-009" "30" "20" "24" "P13" "22" "290" "285" "15.00000" " 4.23771509" " 2.779410" "-0.96771580" " 2.378428" "1"
"894" "A9" "J-028" "30" "20" "24" "P13" "24" "292" "391" "15.00000" " 3.30858956" " 2.964471" "-0.99720784" " 2.629738" "1"
"895" "A9" "E-002" "30" "20" "24" "P13" "26" "335" "181" "14.00000" " 3.84967374" " 3.047349" "-0.84795689" " 2.477852" "1"
"896" "A6" "E-016" "30" "20" "24" "P13" "28" "335" "282" "13.00000" " 4.47604915" " 2.646706" "-0.70331454" " 2.708380" "1"
"897" "A9" "E-028" "30" "20" "24" "P13" "30" "342" "388" "13.00000" " 9.00994329" " 2.744175" "-0.93789787" " 3.047749" "1"
"898" "A9" "J-077" "30" "20" "24" "P13" "32" "400" "175" "10.00000" " 8.26914826" " 2.486624" " 0.66856933" " 3.817850" "1"
"899" "A9" "J-088" "30" "20" "24" "P13" "34" "401" "278" "13.93103" " 1.16110016" " 2.445005" "-0.45254177" " 2.520223" "1"
"900" "Neg" "0" "30" "20" "24" "P13" "36" "404" "374" "13.93103" "-0.95269294" " 2.689713" " 0.21265521" " 4.453456" "1"
"901" "B" "J-037" "20" "30" "24" "P13" " 1" "122" "104" "16.58333" " 0.41826237" " 2.439508" "-0.67237027" " 2.464302" "1"
"902" "A1" "J-056" "20" "30" "24" "P13" " 3" "127" "210" "15.00000" " 1.34906911" " 3.106869" "-0.76778552" " 2.598972" "1"
"903" "A9" "J-070" "20" "30" "24" "P13" " 5" "134" "322" "13.00000" "14.38759924" " 4.886176" "-0.52100564" " 3.457887" "1"
"904" "A9" "E-011" "20" "30" "24" "P13" " 7" "188" "111" "17.00000" " 3.93412875" " 4.263827" "-0.85724823" " 2.448562" "1"
"905" "A9" "E-026" "20" "30" "24" "P13" " 9" "190" "224" "17.00000" " 3.83123196" " 3.959757" "-0.94806383" " 2.635468" "1"
"906" "A10" "E-042" "20" "30" "24" "P13" "11" "193" "339" "16.58333" " 0.47118527" " 3.143034" "-1.25109046" " 2.628333" "1"
"907" "A10" "E-061-B" "20" "30" "24" "P13" "13" "241" " 97" "16.00000" " 8.00698871" " 4.463235" "-0.37547880" " 2.934073" "1"
"908" "A9" "J-002" "20" "30" "24" "P13" "15" "250" "205" "16.58333" " 0.89003452" " 3.529107" "-0.94203015" " 2.643794" "1"
"909" "A9" "J-019" "20" "30" "24" "P13" "17" "252" "315" "16.58333" " 0.31455696" " 2.309398" "-0.69288219" " 2.437938" "1"
"910" "B" "E-064" "20" "30" "24" "P13" "19" "287" " 81" "17.00000" " 7.03800222" " 3.888276" "-0.58090426" " 2.686907" "1"
"911" "A9" "J-009" "20" "30" "24" "P13" "21" "293" "193" "15.00000" " 0.81991537" " 3.114526" "-1.21750332" " 2.555031" "1"
"912" "A9" "J-028" "20" "30" "24" "P13" "23" "306" "309" "18.00000" "25.29524281" "11.428360" "-0.18085546" " 5.663553" "1"
"913" "A9" "E-002" "20" "30" "24" "P13" "25" "341" " 98" "16.00000" " 4.69795483" " 4.311095" "-0.59161081" " 3.051202" "1"
"914" "A6" "E-016" "20" "30" "24" "P13" "27" "346" "205" "14.00000" " 7.29577488" " 4.129712" "-0.25210746" " 4.130894" "1"
"915" "A9" "E-028" "20" "30" "24" "P13" "29" "340" "322" "16.58333" " 5.19601841" " 4.873331" " 1.97620266" "10.539980" "1"
"916" "A9" "J-077" "20" "30" "24" "P13" "31" "385" " 81" "16.00000" " 6.93385194" " 4.105497" "-0.56527729" " 3.916013" "1"
"917" "A9" "J-088" "20" "30" "24" "P13" "33" "398" "186" "16.58333" "-0.06705409" " 2.616295" "-0.13963184" " 2.696125" "1"
"918" "Neg" "0" "20" "30" "24" "P13" "35" "405" "302" "16.58333" "-0.09371692" " 2.509903" "-0.08707223" " 2.466932" "1"
"919" "B" "J-037" "30" "30" "24" "P13" " 2" "122" "156" "17.00000" " 1.04366260" " 2.801132" "-0.96233688" " 2.607105" "1"
"920" "A1" "J-056" "30" "30" "24" "P13" " 4" "131" "262" "16.58333" "-0.07049482" " 2.240455" "-0.22828541" " 2.409664" "1"
"921" "A9" "J-070" "30" "30" "24" "P13" " 6" "134" "376" "14.00000" "11.92686786" " 3.943204" " 0.03923745" " 5.615313" "1"
"922" "A9" "E-011" "30" "30" "24" "P13" " 8" "188" "168" "17.00000" " 1.05294118" " 2.951894" "-0.76606028" " 2.579004" "1"
"923" "A9" "E-026" "30" "30" "24" "P13" "10" "190" "278" "20.00000" " 1.04015115" " 3.788738" "-1.01202516" " 2.659188" "1"
"924" "A10" "E-042" "30" "30" "24" "P13" "12" "193" "396" "17.00000" " 0.60123196" " 2.705031" "-1.11304610" " 2.580907" "1"
"925" "A10" "E-061-B" "30" "30" "24" "P13" "14" "244" "148" "19.00000" " 1.08557130" " 3.477884" "-0.86155864" " 2.692456" "1"
"926" "A9" "J-002" "30" "30" "24" "P13" "16" "250" "266" "16.58333" " 0.48062140" " 2.994543" "-1.28453366" " 2.875348" "1"
"927" "A9" "J-019" "30" "30" "24" "P13" "18" "256" "375" "16.00000" " 6.66220828" " 3.461386" "-0.45441860" " 2.835569" "1"
"928" "B" "E-064" "30" "30" "24" "P13" "20" "291" "132" "20.00000" " 1.58918059" " 3.697947" "-0.84766234" " 2.690818" "1"
"929" "A9" "J-009" "30" "30" "24" "P13" "22" "299" "254" "16.58333" "-0.35173763" " 2.823873" "-1.42346424" " 3.361013" "1"
"930" "A9" "J-028" "30" "30" "24" "P13" "24" "312" "367" "17.00000" " 1.35365150" " 2.928498" "-0.96182979" " 3.695125" "1"
"931" "A9" "E-002" "30" "30" "24" "P13" "26" "346" "152" "18.00000" " 2.40820614" " 4.263618" "-0.69710914" " 2.722035" "1"
"932" "A6" "E-016" "30" "30" "24" "P13" "28" "342" "262" "17.00000" " 5.34488346" " 5.396281" "-1.22491489" " 3.322503" "1"
"933" "A9" "E-028" "30" "30" "24" "P13" "30" "343" "381" "16.00000" " 5.93434128" " 3.990043" "-1.25035910" " 3.392483" "1"
"934" "A9" "J-077" "30" "30" "24" "P13" "32" "393" "135" "16.00000" " 5.76356336" " 3.604802" "-0.32117989" " 3.026918" "1"
"935" "A9" "J-088" "30" "30" "24" "P13" "34" "402" "246" "16.58333" " 0.42345224" " 2.585260" "-0.37286115" " 2.545572" "1"
"936" "Neg" "0" "30" "30" "24" "P13" "36" "410" "371" "16.58333" "-0.95319908" " 2.721383" "-0.53019986" " 2.830463" "1"
"937" "A9" "E-010" "20" "20" "24" "P14" " 1" "112" "105" "13.00000" "14.8069187" " 3.678451" " 0.94203698" "6.000607" "1"
"938" "A6" "E-025" "20" "20" "24" "P14" " 3" "119" "212" "15.14286" "-0.1066483" " 3.038301" "-0.88131509" "2.222044" "1"
"939" "A6" "E-041" "20" "20" "24" "P14" " 5" "134" "320" "16.00000" " 0.8184944" " 2.973400" "-1.35614777" "2.385554" "1"
"940" "A9" "J-030" "20" "20" "24" "P14" " 7" "175" "111" "15.00000" " 4.4119746" " 2.623887" "-0.25422975" "2.742154" "1"
"941" "A9" "J-048" "20" "20" "24" "P14" " 9" "177" "219" "15.00000" " 7.0099718" " 3.880474" "-0.29712151" "3.236563" "1"
"942" "A9" "J-064" "20" "20" "24" "P14" "11" "180" "323" "17.00000" " 1.9679911" " 2.923638" "-1.19307555" "2.306317" "1"
"943" "B" "J-043" "20" "20" "24" "P14" "13" "224" "111" "15.00000" " 4.2059097" " 2.646553" "-0.24316069" "2.852447" "1"
"944" "A9" "J-057" "20" "20" "24" "P14" "15" "226" "218" "15.14286" " 0.1740138" " 2.412158" "-1.04181909" "2.203908" "1"
"945" "A9" "J-072" "20" "20" "24" "P14" "17" "228" "321" "15.00000" "14.5562200" " 6.232963" "-0.47496680" "3.805171" "1"
"946" "A9" "E-047" "20" "20" "24" "P14" "19" "275" " 93" "16.00000" "20.9064743" "10.142629" "-0.07549932" "3.974704" "1"
"947" "A9" "E-066" "20" "20" "24" "P14" "21" "285" "200" "13.00000" "16.8270132" " 2.906601" " 1.04722431" "5.798593" "1"
"948" "B" "J-014" "20" "20" "24" "P14" "23" "282" "306" "16.00000" " 4.0892723" " 2.956260" "-0.78276334" "2.571462" "1"
"949" "A9" "E-006" "20" "20" "24" "P14" "25" "320" " 97" "15.00000" " 9.6325952" " 2.263721" " 0.35808325" "3.374402" "1"
"950" "A9" "E-022" "20" "20" "24" "P14" "27" "326" "203" "15.00000" " 4.6169958" " 2.909869" "-0.03841633" "3.347771" "1"
"951" "A6" "E-039" "20" "20" "24" "P14" "29" "337" "311" "15.14286" " 0.2282759" " 2.404007" "-0.92066088" "2.199746" "1"
"952" "A9" "J-074" "20" "20" "24" "P14" "31" "389" " 93" "14.00000" "13.4162316" " 3.304499" " 1.03387719" "6.281267" "1"
"953" "A9" "J-086" "20" "20" "24" "P14" "33" "396" "199" "15.00000" " 5.8560226" " 2.661900" "-0.62874834" "3.064541" "1"
"954" "A9" "J-093" "20" "20" "24" "P14" "35" "401" "308" "17.00000" " 3.7446393" " 3.273581" "-1.07777305" "2.639710" "1"
"955" "A9" "E-010" "30" "20" "24" "P14" " 2" "112" "160" "14.00000" "20.4304241" " 3.247463" " 0.73637387" "6.027169" "1"
"956" "A6" "E-025" "30" "20" "24" "P14" " 4" "126" "266" "15.14286" "-1.9598748" " 4.447021" "-1.50173899" "2.390754" "1"
"957" "A6" "E-041" "30" "20" "24" "P14" " 6" "133" "369" "15.00000" " 0.7389986" " 2.900117" "-1.77371182" "2.442300" "1"
"958" "A9" "J-030" "30" "20" "24" "P14" " 8" "179" "165" "15.14286" " 1.3731310" " 2.978770" "-0.32565087" "2.195628" "1"
"959" "A9" "J-048" "30" "20" "24" "P14" "10" "180" "275" "15.00000" " 6.2130324" " 4.108028" "-0.92250167" "2.648404" "1"
"960" "A9" "J-064" "30" "20" "24" "P14" "12" "183" "380" "15.00000" " 3.2434415" " 2.694441" "-1.05022576" "3.495415" "1"
"961" "B" "J-043" "30" "20" "24" "P14" "14" "225" "169" "15.00000" " 1.6495346" " 2.301227" "-0.80438579" "2.378977" "1"
"962" "A9" "J-057" "30" "20" "24" "P14" "16" "228" "264" "15.14286" "-1.5917793" " 2.381556" "-1.25491989" "2.137593" "1"
"963" "A9" "J-072" "30" "20" "24" "P14" "18" "227" "379" "15.00000" "18.7753879" " 5.351905" " 0.09865538" "4.392124" "1"
"964" "A9" "E-047" "30" "20" "24" "P14" "20" "276" "144" "14.00000" " 9.4021044" " 2.423715" " 0.33835264" "3.913119" "1"
"965" "A9" "E-066" "30" "20" "24" "P14" "22" "282" "254" "15.00000" "10.0826798" " 3.491603" "-0.36008632" "3.731419" "1"
"966" "B" "J-014" "30" "20" "24" "P14" "24" "286" "360" "17.00000" " 4.0432075" " 3.817489" "-0.86424468" "3.285013" "1"
"967" "A9" "E-006" "30" "20" "24" "P14" "26" "330" "150" "17.00000" " 4.3976360" " 4.798444" "-0.49608618" "2.512593" "1"
"968" "A9" "E-022" "30" "20" "24" "P14" "28" "333" "257" "15.00000" " 2.2809591" " 2.639754" "-0.78945883" "2.292023" "1"
"969" "A6" "E-039" "30" "20" "24" "P14" "30" "337" "371" "15.14286" "-0.4367310" " 2.659621" "-1.44099800" "2.459612" "1"
"970" "A9" "J-074" "30" "20" "24" "P14" "32" "391" "146" "17.00000" "15.1341398" " 5.056882" "-0.10239716" "3.547701" "1"
"971" "A9" "J-086" "30" "20" "24" "P14" "34" "395" "252" "13.00000" " 4.5004537" " 2.636004" "-0.20590539" "4.945721" "1"
"972" "A9" "J-093" "30" "20" "24" "P14" "36" "401" "360" "15.14286" " 0.1798897" " 3.384202" "-1.38389242" "3.689589" "1"
"973" "A9" "E-010" "20" "30" "24" "P14" " 1" "119" "110" "15.00000" " 2.5791869" " 2.637610" "-0.56847520" "2.967243" "1"
"974" "A6" "E-025" "20" "30" "24" "P14" " 3" "130" "221" "16.42857" " 0.2575147" " 3.318998" "-0.34036262" "3.433768" "1"
"975" "A6" "E-041" "20" "30" "24" "P14" " 5" "139" "330" "16.00000" " 0.5154454" " 2.948738" "-1.39785568" "2.770742" "1"
"976" "A9" "J-030" "20" "30" "24" "P14" " 7" "158" "102" "16.00000" " 1.4522585" " 2.670332" "-0.62086219" "2.683708" "1"
"977" "A9" "J-048" "20" "30" "24" "P14" " 9" "164" "212" "15.00000" " 3.1172496" " 3.435926" "-0.60449867" "3.151056" "1"
"978" "A9" "J-064" "20" "30" "24" "P14" "11" "175" "325" "16.42857" "-1.3294725" " 2.790615" "-1.77512901" "2.752655" "1"
"979" "B" "J-043" "20" "30" "24" "P14" "13" "214" "103" "17.00000" " 3.7714983" " 3.065157" "-0.74888652" "2.765289" "1"
"980" "A9" "J-057" "20" "30" "24" "P14" "15" "217" "212" "16.42857" " 0.3539625" " 2.172470" "-0.19953626" "2.288133" "1"
"981" "A9" "J-072" "20" "30" "24" "P14" "17" "224" "328" "17.00000" " 5.0409545" " 3.713668" "-1.24386525" "2.911473" "1"
"982" "A9" "E-047" "20" "30" "24" "P14" "19" "289" " 90" "17.00000" "10.6307880" " 7.455203" "-0.37379078" "3.053571" "1"
"983" "A9" "E-066" "20" "30" "24" "P14" "21" "299" "203" "15.00000" " 7.5754584" " 4.316015" "-0.90328021" "3.532511" "1"
"984" "B" "J-014" "20" "30" "24" "P14" "23" "307" "313" "17.00000" " 0.9851276" " 2.957971" "-1.31553901" "2.714969" "1"
"985" "A9" "E-006" "20" "30" "24" "P14" "25" "331" " 80" "15.00000" " 6.0329478" " 2.945545" " 0.04021580" "3.961452" "1"
"986" "A9" "E-022" "20" "30" "24" "P14" "27" "344" "194" "16.42857" "-0.4074560" " 2.819251" "-1.28183752" "2.623344" "1"
"987" "A6" "E-039" "20" "30" "24" "P14" "29" "354" "303" "16.42857" "-0.6321454" " 2.605056" "-1.11313808" "2.772243" "1"
"988" "A9" "J-074" "20" "30" "24" "P14" "31" "407" " 94" "13.00000" "13.7501512" " 4.095333" " 1.76926257" "8.154910" "1"
"989" "A9" "J-086" "20" "30" "24" "P14" "33" "413" "211" "16.00000" " 1.2828356" " 3.263096" "-1.18900479" "2.852566" "1"
"990" "A9" "J-093" "20" "30" "24" "P14" "35" "417" "326" "18.00000" " 5.3272250" " 4.225490" "-1.12190634" "2.919897" "1"
"991" "A9" "E-010" "30" "30" "24" "P14" " 2" "124" "167" "15.00000" " 5.0679549" " 2.804802" "-0.49264276" "3.190399" "1"
"992" "A6" "E-025" "30" "30" "24" "P14" " 4" "131" "275" "16.42857" "-0.4179953" " 2.222391" "-0.03115063" "2.984382" "1"
"993" "A6" "E-041" "30" "30" "24" "P14" " 6" "139" "388" "16.42857" "-0.4994138" " 3.172295" "-1.75223152" "3.015769" "1"
"994" "A9" "J-030" "30" "30" "24" "P14" " 8" "162" "156" "16.42857" " 0.2187104" " 2.270025" "-0.21373780" "2.771719" "1"
"995" "A9" "J-048" "30" "30" "24" "P14" "10" "172" "271" "16.00000" " 4.4184818" " 4.060786" "-0.60566005" "2.860802" "1"
"996" "A9" "J-064" "30" "30" "24" "P14" "12" "180" "385" "16.42857" "-2.5978898" " 2.952626" "-1.78201883" "3.974255" "1"
"997" "B" "J-043" "30" "30" "24" "P14" "14" "212" "158" "16.42857" " 0.7241383" " 2.696774" "-0.88663529" "2.613447" "1"
"998" "A9" "J-057" "30" "30" "24" "P14" "16" "219" "265" "16.42857" " 0.2336460" " 2.077192" "-0.38165621" "2.260346" "1"
"999" "A9" "J-072" "30" "30" "24" "P14" "18" "224" "386" "20.00000" " 7.7424741" " 7.081117" "-1.18435065" "3.217417" "1"
"1000" "A9" "E-047" "30" "30" "24" "P14" "20" "289" "145" "17.00000" " 4.4874140" " 3.377547" "-0.78214894" "2.337264" "1"
"1001" "A9" "E-066" "30" "30" "24" "P14" "22" "302" "259" "16.00000" " 7.3516813" " 3.579663" "-0.34429549" "4.032056" "1"
"1002" "B" "J-014" "30" "30" "24" "P14" "24" "308" "374" "18.00000" " 0.9999009" " 3.073384" "-1.76830015" "2.955420" "1"
"1003" "A9" "E-006" "30" "30" "24" "P14" "26" "346" "131" "16.42857" " 0.5514068" " 2.728844" "-0.48958856" "2.497864" "1"
"1004" "A9" "E-022" "30" "30" "24" "P14" "28" "350" "247" "16.42857" "-0.3833763" " 2.799888" "-1.15875174" "2.517204" "1"
"1005" "A6" "E-039" "30" "30" "24" "P14" "30" "361" "359" "16.42857" "-1.5660258" " 3.046360" "-1.29545676" "2.869150" "1"
"1006" "A9" "J-074" "30" "30" "24" "P14" "32" "408" "151" "17.00000" "14.4360821" " 5.930420" " 0.16252837" "4.571019" "1"
"1007" "A9" "J-086" "30" "30" "24" "P14" "34" "412" "271" "16.42857" "-0.2527550" " 3.181523" "-1.03285216" "2.730581" "1"
"1008" "A9" "J-093" "30" "30" "24" "P14" "36" "413" "385" "19.00000" " 1.8463773" " 4.160342" "-1.54116800" "4.423290" "1"
"1009" "A9" "E-012" "20" "20" "24" "P15" " 1" "125" "102" "14.000" " 8.35130506" "3.510039" " 0.18820785" "4.181051" "1"
"1010" "A9" "E-027" "20" "20" "24" "P15" " 3" "125" "211" "14.000" "12.14611746" "3.688958" "-0.16314028" "3.629024" "1"
"1011" "A2" "E-045" "20" "20" "24" "P15" " 5" "131" "319" "16.000" " 2.20934755" "3.235405" "-0.92180575" "2.693338" "1"
"1012" "A10" "E-061-R" "20" "20" "24" "P15" " 7" "166" "110" "14.000" "12.72548124" "2.438669" "-0.45179858" "4.034189" "1"
"1013" "Neg" "0" "20" "20" "24" "P15" " 9" "172" "215" "14.550" "-0.10615038" "2.009042" "-0.06415576" "2.170367" "1"
"1014" "Neg" "0" "20" "20" "24" "P15" "11" "178" "314" "14.550" "-0.06216541" "2.303763" "-0.26140380" "2.176268" "1"
"1015" "B" "J-037" "20" "20" "24" "P15" "13" "219" "105" "13.000" "11.26948960" "3.079279" " 0.60870927" "4.469205" "1"
"1016" "A1" "J-056" "20" "20" "24" "P15" "15" "222" "213" "14.550" " 0.65165414" "2.516797" "-0.70430628" "2.312008" "1"
"1017" "A9" "J-070" "20" "20" "24" "P15" "17" "230" "318" "16.000" " 9.65454203" "4.617685" "-0.60991792" "2.514443" "1"
"1018" "A6" "E-063" "20" "20" "24" "P15" "19" "287" "107" "14.000" " 1.72787928" "2.384074" "-0.78826577" "2.530109" "1"
"1019" "A9" "J-008" "20" "20" "24" "P15" "21" "289" "219" "15.000" " 4.86850494" "2.723150" "-0.69986388" "2.590910" "1"
"1020" "A9" "J-026" "20" "20" "24" "P15" "23" "289" "325" "16.000" " 0.91028858" "2.529206" "-0.87850205" "2.313294" "1"
"1021" "A1" "J-084" "20" "20" "24" "P15" "25" "325" " 85" "14.550" " 1.32547368" "2.551596" "-0.25360929" "2.611999" "1"
"1022" "Neg" "CN1" "20" "20" "24" "P15" "27" "334" "197" "14.550" " 0.10190977" "2.438096" "-0.27297120" "2.246425" "1"
"1023" "Neg" "0" "20" "20" "24" "P15" "29" "335" "316" "14.550" " 0.22699248" "2.089710" "-0.35532395" "2.144571" "1"
"1024" "A9" "J-001" "20" "20" "24" "P15" "31" "383" " 93" "14.550" " 0.56803008" "2.348365" " 0.03959853" "2.832778" "1"
"1025" "A6" "J-015" "20" "20" "24" "P15" "33" "387" "194" "15.000" " 5.06875882" "3.240179" "-0.66240372" "2.964555" "1"
"1026" "Neg" "0" "20" "20" "24" "P15" "35" "391" "301" "16.000" " 2.86609787" "2.688474" "-0.84044118" "2.520960" "1"
"1027" "A9" "E-012" "30" "20" "24" "P15" " 2" "120" "157" "14.000" " 4.32290375" "3.377559" "-0.52638353" "2.880411" "1"
"1028" "A9" "E-027" "30" "20" "24" "P15" " 4" "125" "261" "14.000" " 8.58629690" "3.822303" "-0.17016088" "3.741205" "1"
"1029" "A2" "E-045" "30" "20" "24" "P15" " 6" "131" "374" "14.000" " 8.42468189" "4.488654" "-0.78422136" "4.568239" "1"
"1030" "A10" "E-061-R" "30" "20" "24" "P15" " 8" "164" "162" "14.000" "10.13296900" "2.780043" "-0.53477799" "3.276665" "1"
"1031" "Neg" "0" "30" "20" "24" "P15" "10" "175" "261" "14.550" "-0.20729323" "2.368041" "-0.09858312" "2.123347" "1"
"1032" "Neg" "0" "30" "20" "24" "P15" "12" "177" "370" "14.550" "-0.53218045" "2.183309" "-0.44768979" "2.234714" "1"
"1033" "B" "J-037" "30" "20" "24" "P15" "14" "225" "160" "14.000" " 8.20913540" "3.286512" "-0.22191441" "3.889539" "1"
"1034" "A1" "J-056" "30" "20" "24" "P15" "16" "226" "259" "14.550" "-0.07386466" "2.239390" "-0.15640707" "2.085428" "1"
"1035" "A9" "J-070" "30" "20" "24" "P15" "18" "231" "371" "15.000" "11.88053597" "4.839499" " 0.14942895" "3.788562" "1"
"1036" "A6" "E-063" "30" "20" "24" "P15" "20" "288" "160" "14.550" "-0.03201504" "2.765139" "-0.57212042" "2.325659" "1"
"1037" "A9" "J-008" "30" "20" "24" "P15" "22" "292" "270" "15.000" " 5.76737659" "2.962489" "-0.94846614" "2.665708" "1"
"1038" "A9" "J-026" "30" "20" "24" "P15" "24" "288" "376" "14.550" " 1.06457143" "2.863945" "-0.55610602" "2.420154" "1"
"1039" "A1" "J-084" "30" "20" "24" "P15" "26" "329" "138" "14.550" " 0.45436090" "3.599410" "-0.71066754" "2.454690" "1"
"1040" "Neg" "CN1" "30" "20" "24" "P15" "28" "341" "258" "14.550" "-0.01660150" "2.733284" "-0.36139071" "2.240439" "1"
"1041" "Neg" "0" "30" "20" "24" "P15" "30" "341" "370" "14.550" "-0.23019549" "2.240853" "-0.56627945" "2.263558" "1"
"1042" "A9" "J-001" "30" "20" "24" "P15" "32" "386" "149" "14.550" " 0.01368421" "2.195731" "-0.27048429" "2.422271" "1"
"1043" "A6" "J-015" "30" "20" "24" "P15" "34" "388" "242" "14.000" " 2.96066884" "2.898498" "-1.23165701" "2.533893" "1"
"1044" "Neg" "0" "30" "20" "24" "P15" "36" "391" "354" "14.000" " 0.95464927" "2.890029" "-1.24402188" "2.897540" "1"
"1045" "A9" "E-012" "20" "30" "24" "P15" " 1" "133" "104" "15.000" " 6.18897038" "3.078057" " 0.03807769" "3.005387" "1"
"1046" "A9" "E-027" "20" "30" "24" "P15" " 3" "129" "212" "14.000" " 6.59293638" "3.271743" "-0.42658945" "3.386710" "1"
"1047" "A2" "E-045" "20" "30" "24" "P15" " 5" "129" "322" "16.000" " 4.37813049" "3.840107" "-0.67970246" "2.816233" "1"
"1048" "A10" "E-061-R" "20" "30" "24" "P15" " 7" "185" " 98" "15.000" " 8.67401975" "2.476107" "-0.54567729" "2.879297" "1"
"1049" "Neg" "0" "20" "30" "24" "P15" " 9" "180" "207" "15.375" " 0.27101469" "1.973404" "-0.24458950" "2.064292" "1"
"1050" "Neg" "0" "20" "30" "24" "P15" "11" "183" "319" "15.375" " 0.01572764" "1.854795" "-0.22035330" "2.049156" "1"
"1051" "B" "J-037" "20" "30" "24" "P15" "13" "234" " 97" "15.375" "-0.36707610" "2.182153" "-1.12644684" "2.320610" "1"
"1052" "A1" "J-056" "20" "30" "24" "P15" "15" "236" "211" "15.375" " 0.64630174" "2.469457" "-0.88452894" "2.240747" "1"
"1053" "A9" "J-070" "20" "30" "24" "P15" "17" "243" "320" "15.000" " 9.02277856" "3.855338" " 0.12133134" "3.681251" "1"
"1054" "A6" "E-063" "20" "30" "24" "P15" "19" "292" " 94" "16.000" " 2.10831870" "2.935385" "-0.52874829" "2.393299" "1"
"1055" "A9" "J-008" "20" "30" "24" "P15" "21" "291" "206" "16.000" " 3.01273526" "3.258047" "-1.16232900" "2.385294" "1"
"1056" "A9" "J-026" "20" "30" "24" "P15" "23" "286" "318" "15.375" " 0.50172230" "2.165817" "-0.23933378" "2.380345" "1"
"1057" "A1" "J-084" "20" "30" "24" "P15" "25" "342" " 89" "15.375" " 1.33642190" "2.387263" "-0.08926985" "2.270966" "1"
"1058" "Neg" "CN1" "20" "30" "24" "P15" "27" "346" "202" "15.375" " 0.03859813" "1.908707" "-0.16477793" "2.148915" "1"
"1059" "Neg" "0" "20" "30" "24" "P15" "29" "347" "311" "15.375" " 0.04696929" "2.061504" "-0.14710633" "2.235780" "1"
"1060" "A9" "J-001" "20" "30" "24" "P15" "31" "399" "102" "15.375" " 0.36520694" "2.171412" "-0.18275328" "2.275450" "1"
"1061" "A6" "J-015" "20" "30" "24" "P15" "33" "403" "200" "16.000" " 3.96690088" "3.145215" "-0.81051300" "2.777677" "1"
"1062" "Neg" "0" "20" "30" "24" "P15" "35" "403" "310" "18.000" " 1.39587711" "2.693913" "-1.07291298" "2.365157" "1"
"1063" "A9" "E-012" "30" "30" "24" "P15" " 2" "125" "158" "15.000" " 3.59431594" "2.779063" "-0.22490372" "2.360861" "1"
"1064" "A9" "E-027" "30" "30" "24" "P15" " 4" "125" "264" "16.000" " 5.01091593" "3.858734" "-0.53195964" "2.710924" "1"
"1065" "A2" "E-045" "30" "30" "24" "P15" " 6" "130" "379" "15.000" " 7.96275035" "3.203723" "-0.65325033" "4.496008" "1"
"1066" "A10" "E-061-R" "30" "30" "24" "P15" " 8" "181" "154" "15.000" " 3.98785614" "2.795699" "-0.27007968" "2.357021" "1"
"1067" "Neg" "0" "30" "30" "24" "P15" "10" "183" "264" "15.375" "-0.12989319" "2.044473" "-0.07191117" "2.002391" "1"
"1068" "Neg" "0" "30" "30" "24" "P15" "12" "182" "375" "15.375" "-0.19032043" "2.190549" "-0.49873486" "2.138957" "1"
"1069" "B" "J-037" "30" "30" "24" "P15" "14" "238" "155" "15.375" " 0.36668892" "2.265424" "-1.02057201" "2.408499" "1"
"1070" "A1" "J-056" "30" "30" "24" "P15" "16" "240" "264" "15.375" "-0.09927904" "1.974510" "-0.11104980" "1.926872" "1"
"1071" "A9" "J-070" "30" "30" "24" "P15" "18" "243" "375" "14.000" "16.34221860" "4.982359" " 1.80953668" "6.474675" "1"
"1072" "A6" "E-063" "30" "30" "24" "P15" "20" "294" "149" "15.375" " 0.59941255" "2.193716" "-0.64814603" "2.292145" "1"
"1073" "A9" "J-008" "30" "30" "24" "P15" "22" "292" "260" "15.000" " 3.09373766" "2.956810" "-0.58936919" "2.692327" "1"
"1074" "A9" "J-026" "30" "30" "24" "P15" "24" "293" "373" "15.375" " 0.27489987" "2.422439" "-0.26277254" "2.139818" "1"
"1075" "A1" "J-084" "30" "30" "24" "P15" "26" "346" "144" "15.375" " 0.19898531" "3.456353" "-0.52638627" "2.188042" "1"
"1076" "Neg" "CN1" "30" "30" "24" "P15" "28" "346" "258" "15.375" " 0.13610879" "5.688290" "-0.12617093" "2.124141" "1"
"1077" "Neg" "0" "30" "30" "24" "P15" "30" "346" "370" "15.375" "-0.26241656" "2.244555" "-0.41543742" "2.206353" "1"
"1078" "A9" "J-001" "30" "30" "24" "P15" "32" "403" "150" "15.375" "-0.07404539" "1.985631" "-0.07695155" "2.226105" "1"
"1079" "A6" "J-015" "30" "30" "24" "P15" "34" "403" "252" "15.000" " 3.39344147" "2.530178" "-0.76438579" "3.126315" "1"
"1080" "Neg" "0" "30" "30" "24" "P15" "36" "400" "374" "15.375" "-1.23493992" "2.965257" "-2.09789704" "3.215126" "1"
"1081" "B" "E-064" "20" "20" "24" "P16" " 1" "126" "106" "15.00000" "16.83440056" " 3.579627" " 0.89827689" " 5.232042" "1"
"1082" "A9" "J-009" "20" "20" "24" "P16" " 3" "122" "213" "14.00000" " 9.92763458" " 3.527942" " 0.32302767" " 4.497478" "1"
