"CLx" "strain" "T1" "T2" "day" "Petri" "spot" "X_position" "Y_position" "radius" "av_intensity" "sd_intensity" "av_intensity_back" "sd_intensity_back" "filter"
"18" "A6" "E-041" "20" "20" "13" "P01" "35" "397" "328" "14.04000" " 0.9570370" " 4.527516" "-1.09209032" "3.947363" "1"
"19" "A9" "E-047" "30" "20" "13" "P01" " 2" "132" "171" "15.00000" "12.9148801" " 5.229921" "-0.58839973" "4.401802" "1"
"20" "A9" "E-066" "30" "20" "13" "P01" " 4" "134" "276" "15.00000" "15.9733568" " 6.960639" "-0.56821381" "5.166070" "1"
"21" "B" "J-014" "30" "20" "13" "P01" " 6" "132" "382" "16.00000" "15.5703388" " 6.315921" "-1.58527360" "5.745026" "1"
"22" "B" "E-064" "30" "20" "13" "P01" " 8" "183" "174" "13.00000" " 9.0827410" " 5.244178" "-0.37138784" "4.685655" "1"
"23" "A9" "J-009" "30" "20" "13" "P01" "10" "187" "283" "15.00000" " 4.3995628" " 4.523723" "-0.52489044" "3.858850" "1"
"24" "A9" "J-028" "30" "20" "13" "P01" "12" "196" "388" "13.00000" " 7.2570510" " 5.370796" "-0.80978697" "4.285327" "1"
"25" "A9" "J-045" "30" "20" "13" "P01" "14" "242" "185" "14.04000" " 0.8080837" " 3.836168" "-0.55710323" "3.586099" "1"
"26" "A6" "J-059" "30" "20" "13" "P01" "16" "242" "287" "14.04000" " 0.5485185" " 3.375764" "-0.40149032" "3.765763" "1"
"27" "A6" "J-073" "30" "20" "13" "P01" "18" "241" "395" "16.00000" " 5.3449561" " 4.131221" " 0.75080711" "4.107448" "1"
"28" "A10" "J-076" "30" "20" "13" "P01" "20" "295" "181" "15.00000" " 4.1683075" " 4.121147" " 0.80852922" "6.139351" "1"
"29" "A9" "J-087" "30" "20" "13" "P01" "22" "287" "284" "15.00000" " 6.4823977" " 4.951597" "-0.90323373" "3.898820" "1"
"30" "Neg" "0" "30" "20" "13" "P01" "24" "296" "395" "14.04000" "-0.6744928" " 3.748821" "-0.08853548" "3.997957" "1"
"31" "B" "E-003" "30" "20" "13" "P01" "26" "334" "164" "13.00000" "19.6233081" " 4.371522" " 1.36965539" "7.968278" "1"
"32" "A6" "E-020" "30" "20" "13" "P01" "28" "342" "265" "14.04000" " 1.9319324" " 3.948661" "-0.61671935" "3.939836" "1"
"33" "A6" "E-030" "30" "20" "13" "P01" "30" "347" "370" "14.04000" " 2.5916103" " 8.571453" "-1.68963871" "4.546709" "1"
"34" "A9" "E-010" "30" "20" "13" "P01" "32" "398" "176" " 9.00000" "15.2769737" " 5.648658" " 0.56869448" "4.736636" "1"
"35" "A6" "E-025" "30" "20" "13" "P01" "34" "400" "281" "14.04000" " 0.3455233" " 3.917206" "-0.18578387" "3.755463" "1"
"36" "A6" "E-041" "30" "20" "13" "P01" "36" "399" "381" "14.04000" "-2.5678744" " 4.359933" "-1.57694059" "4.842758" "1"
"37" "A9" "E-047" "20" "30" "13" "P01" " 1" "124" "112" "14.00000" "14.3149592" " 6.250550" "-0.11847812" "4.961349" "1"
"38" "A9" "E-066" "20" "30" "13" "P01" " 3" "129" "217" "13.00000" "11.3839698" " 4.469457" " 0.13068922" "5.710124" "1"
"39" "B" "J-014" "20" "30" "13" "P01" " 5" "124" "320" "15.00000" " 6.4265303" " 5.142026" "-0.67304781" "4.105410" "1"
"40" "B" "E-064" "20" "30" "13" "P01" " 7" "189" "114" "17.00000" " 2.5679578" " 4.393057" "-0.66787943" "3.536195" "1"
"41" "A9" "J-009" "20" "30" "13" "P01" " 9" "186" "218" "17.00000" " 1.5650832" " 3.729685" "-0.79125177" "3.482857" "1"
"42" "A9" "J-028" "20" "30" "13" "P01" "11" "188" "329" "15.00000" "31.7078561" "10.739625" " 0.21576693" "7.777646" "1"
"43" "A9" "J-045" "20" "30" "13" "P01" "13" "225" "107" "13.00000" " 5.0768809" " 3.847214" "-0.12687030" "3.733381" "1"
"44" "A6" "J-059" "20" "30" "13" "P01" "15" "232" "212" "15.14286" "-0.6899034" " 3.284000" "-0.63688919" "3.303881" "1"
"45" "A6" "J-073" "20" "30" "13" "P01" "17" "236" "322" "15.14286" " 0.8145517" " 3.531954" "-0.40838117" "3.582728" "1"
"46" "A10" "J-076" "20" "30" "13" "P01" "19" "280" "110" "15.00000" " 5.5072638" " 4.305083" " 0.12806441" "3.711229" "1"
"47" "A9" "J-087" "20" "30" "13" "P01" "21" "282" "217" "15.14286" " 0.6137931" " 3.570714" "-0.82158879" "3.356058" "1"
"48" "Neg" "0" "20" "30" "13" "P01" "23" "281" "315" "15.14286" " 0.1157655" " 3.170197" "-0.24455274" "3.512264" "1"
"49" "B" "E-003" "20" "30" "13" "P01" "25" "318" "103" "15.00000" " 6.0557969" " 3.910391" " 0.19465471" "4.181093" "1"
"50" "A6" "E-020" "20" "30" "13" "P01" "27" "327" "205" "15.14286" " 1.5670069" " 3.835099" "-0.61106142" "3.341094" "1"
"51" "A6" "E-030" "20" "30" "13" "P01" "29" "333" "312" "15.14286" " 3.8579034" "10.057356" "-0.93696929" "3.616407" "1"
"52" "A9" "E-010" "20" "30" "13" "P01" "31" "391" " 97" "15.14286" " 0.3126759" " 3.372687" "-0.19822725" "4.947312" "1"
"53" "A6" "E-025" "20" "30" "13" "P01" "33" "395" "202" "16.00000" " 2.5224718" " 3.916338" "-0.30220930" "3.328312" "1"
"54" "A6" "E-041" "20" "30" "13" "P01" "35" "398" "309" "12.00000" " 5.0082540" " 4.250153" "-0.53628354" "3.823122" "1"
"55" "A9" "E-047" "30" "30" "13" "P01" " 2" "124" "164" "15.00000" "10.0371509" " 5.847031" "-0.79879482" "4.070279" "1"
"56" "A9" "E-066" "30" "30" "13" "P01" " 4" "125" "272" "15.00000" "11.6576728" " 6.106391" "-0.29014608" "3.962785" "1"
"57" "B" "J-014" "30" "30" "13" "P01" " 6" "124" "377" "15.00000" " 6.6674471" " 5.311690" "-2.16369522" "4.655238" "1"
"58" "B" "E-064" "30" "30" "13" "P01" " 8" "189" "164" "16.00000" " 1.4948055" " 3.652970" "-0.85410055" "3.550659" "1"
"59" "A9" "J-009" "30" "30" "13" "P01" "10" "185" "272" "18.00000" " 1.8152329" " 4.835961" "-1.03561578" "3.538518" "1"
"60" "A9" "J-028" "30" "30" "13" "P01" "12" "187" "381" "16.00000" " 7.5676537" " 5.437905" "-1.54803010" "4.621795" "1"
"61" "A9" "J-045" "30" "30" "13" "P01" "14" "231" "164" "15.14286" " 0.3641517" " 3.415297" "-0.40557076" "3.398902" "1"
"62" "A6" "J-059" "30" "30" "13" "P01" "16" "230" "262" "15.14286" " 0.2545793" " 3.323339" "-0.63213618" "3.601660" "1"
"63" "A6" "J-073" "30" "30" "13" "P01" "18" "234" "377" "15.00000" " 3.8744006" " 4.198792" " 0.08716467" "4.453418" "1"
"64" "A10" "J-076" "30" "30" "13" "P01" "20" "283" "163" "15.14286" " 1.9230207" " 4.095728" "-0.23463618" "3.764440" "1"
"65" "A9" "J-087" "30" "30" "13" "P01" "22" "282" "266" "15.14286" " 1.6961379" " 3.467607" "-0.26243658" "3.402153" "1"
"66" "Neg" "0" "30" "30" "13" "P01" "24" "279" "375" "15.14286" "-0.1042759" " 3.839100" " 0.03891188" "4.201774" "1"
"67" "B" "E-003" "30" "30" "13" "P01" "26" "323" "153" "15.00000" " 7.2099859" " 3.699012" "-0.65917331" "3.599350" "1"
"68" "A6" "E-020" "30" "30" "13" "P01" "28" "330" "254" "15.14286" " 1.3639310" " 3.894767" "-0.37084780" "3.435925" "1"
"69" "A6" "E-030" "30" "30" "13" "P01" "30" "333" "366" "15.00000" " 2.4553456" " 6.021217" "-1.35884462" "4.024811" "1"
"70" "A9" "E-010" "30" "30" "13" "P01" "32" "392" "153" "16.00000" " 5.4377541" " 4.573727" " 0.26528728" "3.655667" "1"
"71" "A6" "E-025" "30" "30" "13" "P01" "34" "394" "257" "15.14286" " 0.7605793" " 3.254288" "-0.33415888" "3.461137" "1"
"72" "A6" "E-041" "30" "30" "13" "P01" "36" "392" "358" "15.14286" " 0.6840414" " 4.472158" "-1.69710280" "3.939250" "1"
"73" "A10" "E-061-B" "20" "20" "13" "P02" " 1" "128" "122" "14.00000" "20.171615008" " 3.835956" " 0.727915058" " 6.001086" "1"
"74" "A9" "J-002" "20" "20" "13" "P02" " 3" "130" "221" "12.00000" "11.839750567" " 4.343316" " 0.507890244" " 4.931951" "1"
"75" "A9" "J-019" "20" "20" "13" "P02" " 5" "137" "325" "13.00000" " 8.962381853" " 4.471349" "-0.522418546" " 5.082234" "1"
"76" "A9" "E-009" "20" "20" "13" "P02" " 7" "187" "114" "17.00000" " 3.240055494" " 4.477819" "-0.372588652" " 3.794809" "1"
"77" "A9" "E-024" "20" "20" "13" "P02" " 9" "188" "215" "15.00000" " 2.066177715" " 3.861672" "-0.452048473" " 3.637167" "1"
"78" "A6" "E-040" "20" "20" "13" "P02" "11" "194" "326" "14.43478" " 0.737548872" " 4.316489" "-1.363821990" " 4.004078" "1"
"79" "A9" "E-012" "20" "20" "13" "P02" "13" "238" "113" "14.00000" " 8.226427406" " 3.689063" " 0.316772844" " 4.513021" "1"
"80" "A9" "E-027" "20" "20" "13" "P02" "15" "242" "218" "14.00000" " 6.452642741" " 3.830283" "-0.485723938" " 4.041822" "1"
"81" "A2" "E-045" "20" "20" "13" "P02" "17" "252" "321" "15.00000" "14.162933709" " 6.243636" " 0.264133466" " 5.379671" "1"
"82" "A9" "J-077" "20" "20" "13" "P02" "19" "292" "107" "14.00000" "11.563213645" " 4.021852" " 0.551116474" " 4.805645" "1"
"83" "A9" "J-088" "20" "20" "13" "P02" "21" "293" "215" "14.43478" " 2.092629921" " 4.026277" "-0.125759162" " 3.517619" "1"
"84" "Neg" "0" "20" "20" "13" "P02" "23" "297" "313" "14.43478" " 0.085609023" " 3.721683" "-0.212009162" " 3.787802" "1"
"85" "A9" "J-030" "20" "20" "13" "P02" "25" "358" "101" "19.00000" " 2.789836957" " 4.353601" "-0.131616512" " 3.788671" "0"
"86" "A9" "J-048" "20" "20" "13" "P02" "27" "362" "203" "14.00000" " 9.519983687" " 4.345744" " 1.327049550" " 5.994976" "0"
"87" "A9" "J-064" "20" "20" "13" "P02" "29" "362" "307" "16.00000" " 3.275169385" " 4.530171" " 0.104753762" " 4.540277" "0"
"88" "A6" "E-063" "20" "20" "13" "P02" "31" "368" " 88" "14.43478" " 2.858343750" " 4.850381" " 0.110530828" " 4.591805" "0"
"89" "A9" "J-008" "20" "20" "13" "P02" "33" "381" "195" "12.00000" "10.220975057" " 3.715036" " 1.707362805" " 6.125872" "0"
"90" "A9" "J-026" "20" "20" "13" "P02" "35" "390" "301" "15.00000" " 5.073272214" " 3.690568" " 0.102174635" " 4.873711" "0"
"91" "A10" "E-061-B" "30" "20" "13" "P02" " 2" "128" "170" "13.00000" "18.312930057" " 4.627735" " 0.441967419" " 5.771042" "1"
"92" "A9" "J-002" "30" "20" "13" "P02" " 4" "129" "278" "14.00000" "11.226802610" " 4.609689" "-0.633745174" " 4.580424" "1"
"93" "A9" "J-019" "30" "20" "13" "P02" " 6" "134" "376" "14.00000" "11.863833605" " 5.126415" "-0.879266409" " 5.253600" "1"
"94" "A9" "E-009" "30" "20" "13" "P02" " 8" "186" "168" "14.43478" " 1.652406015" " 3.717405" "-0.695068717" " 3.665950" "1"
"95" "A9" "E-024" "30" "20" "13" "P02" "10" "191" "275" "14.00000" "37.666345840" "10.571910" " 1.018552124" "10.425290" "1"
"96" "A6" "E-040" "30" "20" "13" "P02" "12" "197" "379" "14.43478" " 1.505052632" " 4.564343" "-1.207532723" " 4.111646" "1"
"97" "A9" "E-012" "30" "20" "13" "P02" "14" "238" "163" "14.43478" " 1.033052632" " 3.192706" "-0.175903141" " 3.376323" "1"
"98" "A9" "E-027" "30" "20" "13" "P02" "16" "245" "264" "16.00000" " 4.154592221" " 4.100844" "-0.561409029" " 3.910373" "1"
"99" "A2" "E-045" "30" "20" "13" "P02" "18" "252" "376" "15.00000" "18.770014104" " 5.610910" " 1.159694555" " 4.740509" "1"
"100" "A9" "J-077" "30" "20" "13" "P02" "20" "292" "159" "13.00000" "12.246093117" " 3.651075" " 0.008574561" " 4.694187" "1"
"101" "A9" "J-088" "30" "20" "13" "P02" "22" "293" "266" "14.43478" " 0.785257410" " 4.897328" "-0.567519634" " 3.763420" "1"
"102" "Neg" "0" "30" "20" "13" "P02" "24" "297" "366" "14.43478" "-0.762947368" " 4.177892" " 0.003674738" " 3.968468" "1"
"103" "A9" "J-030" "30" "20" "13" "P02" "26" "360" "156" "14.43478" " 1.859653614" " 3.895498" " 0.034470978" " 4.265535" "0"
"104" "A9" "J-048" "30" "20" "13" "P02" "28" "365" "262" "15.00000" " 6.827630465" " 5.088012" " 1.859438911" " 5.934316" "0"
"105" "A9" "J-064" "30" "20" "13" "P02" "30" "371" "366" "14.43478" " 1.198330827" " 4.825707" "-1.555955497" " 4.299182" "0"
"106" "A6" "E-063" "30" "20" "13" "P02" "32" "373" "144" "14.43478" " 1.657303371" " 3.681920" "-0.007693063" " 3.826651" "0"
"107" "A9" "J-008" "30" "20" "13" "P02" "34" "387" "246" "14.00000" "10.327716150" " 4.195092" " 1.450189833" " 5.785276" "0"
"108" "A9" "J-026" "30" "20" "13" "P02" "36" "395" "349" "14.43478" "-0.791729323" " 4.404756" "-1.898920157" " 4.581585" "0"
"109" "A10" "E-061-B" "20" "30" "13" "P02" " 1" "126" "103" "16.00000" "14.337214555" " 6.561639" "-0.470889193" " 4.318541" "1"
"110" "A9" "J-002" "20" "30" "13" "P02" " 3" "129" "212" "17.00000" " 4.534861265" " 5.714184" "-0.806751773" " 3.670132" "1"
"111" "A9" "J-019" "20" "30" "13" "P02" " 5" "131" "321" "16.00000" " 3.022522639" " 4.709356" "-0.943789330" " 3.533234" "1"
"112" "A9" "E-009" "20" "30" "13" "P02" " 7" "168" "106" "17.00000" " 3.095394007" " 4.179583" "-0.411648936" " 3.978505" "1"
"113" "A9" "E-024" "20" "30" "13" "P02" " 9" "180" "218" "16.25000" " 0.306357057" " 3.009187" "-0.214896266" " 3.108595" "1"
"114" "A6" "E-040" "20" "30" "13" "P02" "11" "188" "331" "16.25000" "-0.864475271" " 3.661660" "-1.847081604" " 3.601317" "1"
"115" "A9" "E-012" "20" "30" "13" "P02" "13" "230" " 96" "16.00000" " 5.793914680" " 4.238862" "-0.421350889" " 3.513804" "1"
"116" "A9" "E-027" "20" "30" "13" "P02" "15" "236" "214" "16.00000" " 2.011493099" " 3.799718" "-1.292465800" " 3.428726" "1"
"117" "A2" "E-045" "20" "30" "13" "P02" "17" "247" "324" "16.25000" "-0.525597105" " 3.816873" "-0.192213001" " 3.300024" "1"
"118" "A9" "J-077" "20" "30" "13" "P02" "19" "283" " 98" "14.00000" "11.324453507" " 3.914948" "-0.146531532" " 5.315705" "1"
"119" "A9" "J-088" "20" "30" "13" "P02" "21" "287" "218" "16.25000" " 0.624849216" " 3.006369" "-0.258896957" " 3.137373" "1"
"120" "Neg" "0" "20" "30" "13" "P02" "23" "300" "332" "16.25000" " 0.003691194" " 3.348650" "-0.097683264" " 3.300845" "1"
"121" "A9" "J-030" "20" "30" "13" "P02" "25" "341" " 97" "16.25000" "-0.690554885" " 3.317194" "-0.715055325" " 3.328259" "1"
"122" "A9" "J-048" "20" "30" "13" "P02" "27" "345" "200" "16.25000" " 1.732376357" " 4.078735" "-0.712136929" " 3.350286" "1"
"123" "A9" "J-064" "20" "30" "13" "P02" "29" "356" "310" "17.00000" " 3.232774695" " 4.163125" "-0.690304965" " 3.481774" "1"
"124" "A6" "E-063" "20" "30" "13" "P02" "31" "409" " 97" "16.25000" " 1.485669481" " 4.400980" "-0.972669337" " 5.151392" "1"
"125" "A9" "J-008" "20" "30" "13" "P02" "33" "413" "212" "17.00000" " 4.843938002" " 4.644528" "-0.569861702" " 3.536594" "1"
"126" "A9" "J-026" "20" "30" "13" "P02" "35" "411" "327" "15.00000" " 2.576569678" " 3.531485" "-0.927566401" " 3.686938" "1"
"127" "A10" "E-061-B" "30" "30" "13" "P02" " 2" "128" "154" "17.00000" "11.220910100" " 6.318139" "-0.890879433" " 3.744509" "1"
"128" "A9" "J-002" "30" "30" "13" "P02" " 4" "132" "271" "19.00000" " 3.821195748" " 5.221841" "-0.739479167" " 3.731042" "1"
"129" "A9" "J-019" "30" "30" "13" "P02" " 6" "132" "379" "15.00000" " 6.351469697" " 6.408780" "-1.784060425" " 4.342081" "1"
"130" "A9" "E-009" "30" "30" "13" "P02" " 8" "173" "160" "16.00000" " 1.655119197" " 3.465231" "-0.856453488" " 3.392312" "1"
"131" "A9" "E-024" "30" "30" "13" "P02" "10" "182" "279" "17.00000" "42.850643729" "11.662058" " 0.936712766" "11.221556" "1"
"132" "A6" "E-040" "30" "30" "13" "P02" "12" "188" "391" "16.25000" " 0.398733414" " 4.131795" "-1.328042877" " 3.454974" "1"
"133" "A9" "E-012" "30" "30" "13" "P02" "14" "232" "160" "18.00000" " 1.820386521" " 3.568842" "-0.351943215" " 3.041583" "1"
"134" "A9" "E-027" "30" "30" "13" "P02" "16" "236" "266" "18.00000" " 1.407175421" " 3.524186" "-1.189325221" " 3.253441" "1"
"135" "A2" "E-045" "30" "30" "13" "P02" "18" "243" "385" "14.00000" "14.025154976" " 3.939651" " 1.487187902" " 5.885944" "1"
"136" "A9" "J-077" "30" "30" "13" "P02" "20" "286" "155" "15.00000" " 6.791748942" " 3.539536" "-0.559412351" " 3.955831" "1"
"137" "A9" "J-088" "30" "30" "13" "P02" "22" "295" "274" "16.25000" "-0.058661037" " 3.248075" "-0.080082988" " 3.184434" "1"
"138" "Neg" "0" "30" "30" "13" "P02" "24" "301" "389" "16.25000" "-0.637527141" " 3.260863" "-0.188316044" " 3.376687" "1"
"139" "A9" "J-030" "30" "30" "13" "P02" "26" "343" "149" "16.25000" "-0.941857660" " 3.421076" "-1.168360996" " 3.498901" "1"
"140" "A9" "J-048" "30" "30" "13" "P02" "28" "353" "257" "17.00000" " 2.813762486" " 4.100249" "-0.732468085" " 3.379653" "1"
"141" "A9" "J-064" "30" "30" "13" "P02" "30" "363" "370" "15.00000" " 3.194555712" " 4.632583" "-0.909382470" " 3.946822" "1"
"142" "A6" "E-063" "30" "30" "13" "P02" "32" "413" "158" "17.00000" " 1.852108768" " 3.698151" "-0.395329787" " 3.434407" "1"
"143" "A9" "J-008" "30" "30" "13" "P02" "34" "417" "269" "16.00000" " 5.616018893" " 4.562739" "-0.378464432" " 3.814140" "1"
"144" "A9" "J-026" "30" "30" "13" "P02" "36" "414" "381" "15.00000" " 5.800507757" " 4.318547" "-0.696813410" " 4.894506" "1"
"145" "A10" "J-083" "20" "20" "13" "P03" " 1" "125" "122" "14.00000" " 5.83554649" "3.349898" " 0.271396396" "3.903134" "1"
"146" "A6" "J-092" "20" "20" "13" "P03" " 3" "126" "230" "14.00000" " 3.87706362" "3.808735" "-0.411830759" "4.163760" "1"
"147" "Neg" "0" "20" "20" "13" "P03" " 5" "126" "329" "14.58333" "-0.13095097" "3.802390" "-0.281561680" "3.806569" "1"
"148" "A10" "E-061-B" "20" "20" "13" "P03" " 7" "187" "117" "12.00000" "16.55551020" "3.424231" " 1.250253049" "6.609278" "1"
"149" "A9" "J-002" "20" "20" "13" "P03" " 9" "183" "224" "14.00000" " 9.13730832" "3.901360" "-0.327403475" "4.070992" "1"
"150" "A9" "J-019" "20" "20" "13" "P03" "11" "182" "326" "13.00000" "11.08618147" "4.331549" "-0.018145363" "5.415768" "1"
"151" "A6" "J-031" "20" "20" "13" "P03" "13" "232" "120" "15.00000" " 2.40516220" "3.447025" "-0.397330677" "3.473843" "1"
"152" "A6" "J-050" "20" "20" "13" "P03" "15" "232" "233" "14.58333" "-0.39760773" "3.355948" "-0.552906824" "3.531065" "1"
"153" "A6" "J-065" "20" "20" "13" "P03" "17" "243" "335" "14.58333" " 0.58176820" "3.916465" "-0.529268373" "4.102665" "1"
"154" "A9" "E-046" "20" "20" "13" "P03" "19" "294" "129" "15.00000" " 6.41437236" "4.292607" "-0.131796149" "4.041533" "1"
"155" "A9" "E-065" "20" "20" "13" "P03" "21" "288" "230" "14.58333" " 1.53083210" "4.211520" "-0.461167979" "3.693313" "1"
"156" "A9" "J-010" "20" "20" "13" "P03" "23" "288" "336" "12.00000" "13.89188209" "4.486915" " 0.140954268" "6.159349" "1"
"157" "A9" "E-011" "20" "20" "13" "P03" "25" "336" "110" "15.00000" " 9.11929478" "4.466824" "-0.009867198" "4.220132" "1"
"158" "A9" "E-026" "20" "20" "13" "P03" "27" "343" "215" "16.00000" " 5.53002509" "5.962021" "-0.604893981" "3.755974" "1"
"159" "A10" "E-042" "20" "20" "13" "P03" "29" "349" "323" "16.00000" " 3.97195734" "4.713507" "-0.484873461" "3.881944" "1"
"160" "A9" "J-036" "20" "20" "13" "P03" "31" "404" "117" "16.00000" "11.89597240" "4.334743" " 0.776593445" "6.467024" "1"
"161" "A10" "J-054" "20" "20" "13" "P03" "33" "401" "221" "15.00000" " 5.41923836" "3.830333" " 0.045175963" "4.586463" "1"
"162" "A1" "J-068" "20" "20" "13" "P03" "35" "404" "330" "14.58333" " 0.85686478" "4.554220" "-0.964379921" "4.142345" "1"
"163" "A10" "J-083" "30" "20" "13" "P03" " 2" "123" "174" "15.00000" " 5.03998590" "4.123463" "-0.351855910" "3.976810" "1"
"164" "A6" "J-092" "30" "20" "13" "P03" " 4" "126" "278" "17.00000" " 1.98196448" "4.823625" "-0.945060284" "3.979757" "1"
"165" "Neg" "0" "30" "20" "13" "P03" " 6" "129" "379" "14.58333" "-0.96439822" "3.546206" "-0.781256562" "3.926543" "1"
"166" "A10" "E-061-B" "30" "20" "13" "P03" " 8" "183" "168" "14.00000" "13.49691680" "4.044054" " 0.051750322" "4.283995" "1"
"167" "A9" "J-002" "30" "20" "13" "P03" "10" "183" "277" "13.00000" "10.28406427" "4.061412" "-0.171979950" "5.038485" "1"
"168" "A9" "J-019" "30" "20" "13" "P03" "12" "182" "380" "12.00000" "14.76603175" "4.730542" " 0.741003049" "7.488357" "1"
"169" "A6" "J-031" "30" "20" "13" "P03" "14" "235" "177" "14.58333" " 0.58786033" "3.322485" "-0.362437664" "3.394047" "1"
"170" "A6" "J-050" "30" "20" "13" "P03" "16" "238" "282" "14.58333" "-0.02965825" "3.776078" "-0.121430446" "3.562056" "1"
"171" "A6" "J-065" "30" "20" "13" "P03" "18" "244" "389" "14.58333" " 2.16475483" "4.243619" " 0.170935039" "4.051128" "1"
"172" "A9" "E-046" "30" "20" "13" "P03" "20" "291" "180" "16.00000" "12.68035132" "8.890178" "-0.658618331" "4.239709" "1"
"173" "A9" "E-065" "30" "20" "13" "P03" "22" "288" "287" "15.00000" " 2.76891396" "4.042835" "-0.447347278" "3.794481" "1"
"174" "A9" "J-010" "30" "20" "13" "P03" "24" "287" "395" "14.00000" "16.11522023" "5.503923" "-0.016615187" "5.540244" "1"
"175" "A9" "E-011" "30" "20" "13" "P03" "26" "335" "163" "14.00000" " 9.80398042" "3.700694" " 0.170421493" "4.242562" "1"
"176" "A9" "E-026" "30" "20" "13" "P03" "28" "342" "270" "16.00000" " 6.64367629" "5.058091" "-0.576422709" "3.965723" "1"
"177" "A10" "E-042" "30" "20" "13" "P03" "30" "349" "377" "14.58333" " 0.78364042" "4.260023" "-1.290711942" "4.170943" "1"
"178" "A9" "J-036" "30" "20" "13" "P03" "32" "404" "169" "17.00000" "10.20183130" "5.279462" " 0.042297872" "4.423988" "1"
"179" "A10" "J-054" "30" "20" "13" "P03" "34" "401" "278" "14.58333" " 0.94793462" "3.831685" "-0.137811680" "3.891859" "1"
"180" "A1" "J-068" "30" "20" "13" "P03" "36" "402" "382" "14.58333" "-2.46352155" "4.843688" "-1.949163347" "5.189859" "1"
"181" "A10" "J-083" "20" "30" "13" "P03" " 1" "118" " 96" "17.00000" " 4.75577137" "4.789963" "-1.090099291" "4.265151" "1"
"182" "A6" "J-092" "20" "30" "13" "P03" " 3" "115" "209" "16.00000" " 3.59603513" "3.586144" "-0.594476744" "3.763408" "1"
"183" "Neg" "0" "20" "30" "13" "P03" " 5" "113" "314" "16.09524" "-0.07941615" "3.534083" "-0.230308642" "4.376781" "1"
"184" "A10" "E-061-B" "20" "30" "13" "P03" " 7" "198" "107" "16.00000" " 9.63013802" "5.926233" "-0.549435705" "4.283263" "1"
"185" "A9" "J-002" "20" "30" "13" "P03" " 9" "198" "215" "19.00000" " 2.63460585" "5.017761" "-0.437588735" "3.388098" "1"
"186" "A9" "J-019" "20" "30" "13" "P03" "11" "193" "325" "16.09524" " 0.81626087" "4.538583" "-1.340812757" "3.699185" "1"
"187" "A6" "J-031" "20" "30" "13" "P03" "13" "250" "101" "16.00000" " 2.29215809" "3.994584" "-0.577575239" "3.455959" "1"
"188" "A6" "J-050" "20" "30" "13" "P03" "15" "250" "207" "16.09524" " 0.21269565" "3.431967" "-0.091076818" "3.308919" "1"
"189" "A6" "J-065" "20" "30" "13" "P03" "17" "248" "324" "16.09524" "-0.04793789" "3.960524" "-0.310131907" "4.218642" "1"
